subject,TRIAL_INDEX,sentences,item,condition,compound_noun,plausibility,predictability,Whose,predictability_binary,log_predictability,TOTAL_DURATION,FIRST_FIXATION_DURATION,GAZE_DURATION,FIRST_PASS_REGRESSION,REGRESSION_PATH_DURATION,region
229,87,*Sam went to the* funeral* home* so that* they would send a limousine.*,47,Plausible,funeral home,6.521739,0.02871,Staubs,Low,-3.5505097848491647,175,175,175,0,175,n1
229,93,*Nora was slowed at the* traffic* light* near the* new mall.*,54,Implausible,traffic light,3.333333,0.013149,Staubs,Low,-4.331409568877356,291,291,291,0,291,n1
229,97,*Ricardo leaned against the* ceiling* supports* while he* ate his lunch.*,78,Implausible,ceiling supports,3,8.08e-5,Staubs,Low,-9.423533592437224,554,381,554,0,554,n1
229,98,*The teacher was unable to scold the* problem* child* in her* class.*,70,Implausible,problem child,2.565217,3.68e-4,Staubs,Low,-7.907427619795343,477,477,477,0,477,n1
229,101,*The visitors dirtied the* bathroom* towels* on the* first day of their stay.*,71,Plausible,bathroom towels,5.666667,3.19e-4,Staubs,Low,-8.05031945517943,177,177,177,1,534,n1
229,103,*Gordon was annoyed by the* service* charges* at the* local mortgage company.*,63,Plausible,service charges,6.086957,0.001149,Staubs,Low,-6.768863280115518,234,234,234,0,234,n1
229,104,*I heard that Billy read a* web* site* about dogs*.*,34,Implausible,web site,2.304348,0.1143555,Ours,High,-2.16844326172511,166,166,166,0,166,n1
229,111,"*It required a great effort, but the* weight* lifter* finally won* the competition.*",67,Plausible,weight lifter,3.869565,7.38e-4,Staubs,Low,-7.211566733363801,164,164,164,0,164,n1
229,113,*Mary was reassured about the* safety* belt* because it* was a big improvement.*,59,Plausible,safety belt,4.541667,0.002332,Staubs,Low,-6.0610290104938915,170,170,170,0,170,n1
229,116,*Jane carefully examined the* package* deal* to make* sure it was a bargain.*,55,Plausible,package deal,6.541667,0.006036,Staubs,Low,-5.1100137380765345,131,131,131,0,131,n1
229,123,*Jimmy picked up the* peanut* butter* after he* finished working.*,7,Plausible,peanut butter,5.73913,0.2757128,Ours,High,-1.288395534754074,343,246,343,0,343,n1
229,124,*Barbara went over in her* station* wagon* and put* some money in the parking meter.*,50,Implausible,station wagon,3.434783,0.015707,Staubs,Low,-4.153648806121242,247,247,247,0,247,n1
229,131,*Cindy smelled the* garbage* truck* as it* drove by her house.*,51,Plausible,garbage truck,6.130435,0.015322,Staubs,Low,-4.1784655748875075,204,204,204,0,204,n1
229,136,*The mechanic scoffed at the idea of putting* diesel* engines* into the* antique cars.*,31,Plausible,diesel engines,5.217391,0.1189083,Ours,High,-2.129402671161631,263,263,263,0,263,n1
230,8,*When I was a kid I hated* dining* rooms* because they* were always so boring.*,5,Plausible,dining rooms,4.208333,0.3117497,Ours,High,-1.165554656731997,357,357,357,0,357,n1
230,13,*Kim heard about the* party* outfit* that her* mother had chosen.*,81,Plausible,party outfit,6.173913,1.54e-5,Staubs,Low,-11.081143048544691,240,240,240,0,240,n1
230,14,*The doctor told me to stop my recreational use of* prescription* drugs* in order* to prevent any further damage to my skin.*,40,Implausible,prescription drugs,4.333333,0.1027533,Ours,High,-2.275424309333205,158,158,158,0,158,n1
230,16,*The visitors folded the* bathroom* towels* on the* first day of their stay.*,72,Implausible,bathroom towels,2.173913,3.19e-4,Staubs,Low,-8.05031945517943,204,204,204,0,204,n1
230,18,*The mechanic scoffed at the idea of building* diesel* engines* into the* antique cars.*,32,Implausible,diesel engines,3,0.1189083,Ours,High,-2.129402671161631,765,388,566,0,566,n1
230,19,*Ricardo painted the* ceiling* supports* while he* ate his lunch.*,77,Plausible,ceiling supports,6.304348,8.08e-5,Staubs,Low,-9.423533592437224,644,382,382,0,382,n1
230,24,*Jane listened carefully to the* package* deal* to make* sure it was a bargain.*,56,Implausible,package deal,3.391304,0.006036,Staubs,Low,-5.1100137380765345,172,172,172,0,172,n1
230,39,*I read an article about the* insider* trading* that cost* one company millions of dollars.*,9,Plausible,insider trading,5.08,0.2203773,Ours,High,-1.512414201563035,837,295,512,0,512,n1
230,42,*The teacher was unable to understand the* problem* child* in her* class.*,69,Plausible,problem child,6.28,3.68e-4,Staubs,Low,-7.907427619795343,841,212,841,0,841,n1
230,44,*Jimmy spread out the* peanut* butter* after he* finished working.*,8,Implausible,peanut butter,4,0.2757128,Ours,High,-1.288395534754074,328,198,328,0,328,n1
230,48,*The astronaut dropped into the* surface* crater* that had* been rumored to exist.*,84,Implausible,surface crater,3.478261,2.86e-6,Staubs,Low,-12.764688933132513,163,163,163,0,163,n1
230,49,*The school's high* graduation* rates* were applauded* by the community.*,36,Implausible,graduation rates,3.434783,0.11305809,Ours,High,-2.1798535215624613,436,204,436,0,436,n1
230,50,*The social worker visits* alcoholics* anonymous* to help* people.*,13,Plausible,alcoholics anonymous,5.92,0.1876327,Ours,High,-1.6732689505634717,1055,552,1055,0,1055,n1
230,52,*The worst part about using the bathroom in public is that they never flush the* toilet* paper* no matter* when you go.*,37,Plausible,toilet paper,6.304348,0.11059946,Ours,High,-2.2018400723651346,447,211,211,0,211,n1
230,56,*Sally said she found that new* graduate* school* everyone was* talking about.*,25,Plausible,graduate school,4.26087,0.1368266,Ours,High,-1.9890408482511133,351,228,228,0,228,n1
230,59,*The dealer polished the* cabinet* drawers* before making* the sale.*,65,Plausible,cabinet drawers,4.434783,7.71e-4,Staubs,Low,-7.167822184400944,391,391,391,0,391,n1
230,60,*Timmy absolutely loves buying* baking* sheets* with anyone* who is willing.*,16,Implausible,baking sheets,1.875,0.1552467,Ours,High,-1.862739814433109,504,337,337,0,337,n1
230,61,"*It was a great event, but the* weight* lifter* finally won* the competition.*",68,Implausible,weight lifter,2.041667,7.38e-4,Staubs,Low,-7.211566733363801,682,235,537,0,537,n1
230,62,*I heard that Billy stumbled upon a* web* site* about dogs*.*,33,Plausible,web site,4.8,0.1143555,Ours,High,-2.16844326172511,506,353,506,0,506,n1
230,72,*My mom loves* baking* dishes* from the* new grocery store.*,17,Plausible,baking dishes,6.708333,0.1538439,Ours,High,-1.8718168270089037,175,175,175,0,175,n1
230,73,"*When I was a kid, despite my mom's disapproval, I really wanted to go to a* snack* bar* and eat* all of the snacks.*",28,Implausible,snack bar,2.956522,0.1225199,Ours,High,-2.0994818132111703,197,197,197,0,197,n1
230,76,*Cindy heard the* garbage* truck* as it* drove by her house.*,52,Implausible,garbage truck,4,0.015322,Staubs,Low,-4.1784655748875075,376,181,181,0,181,n1
230,80,*The new principal visited the* cafeteria* manager* at the* end of the school day.*,57,Plausible,cafeteria manager,6.52,0.002809,Staubs,Low,-5.874926730860031,219,219,219,0,219,n1
230,83,"*Due to her difficulty of breathing, Jamie was really worried about having* lung* cancer* because it* is hard to treat.*",24,Implausible,lung cancer,3.32,0.1379383,Ours,High,-1.9809487952538625,214,214,214,0,214,n1
230,89,*The new taxi driver needed the* license* plate* for the* cab he just bought.*,45,Plausible,license plate,5,0.0324,Staubs,Low,-3.4295968561838532,590,406,406,0,406,n1
230,90,*The children attended the* elephant* shows* that took* place on Tuesday.*,80,Implausible,elephant shows,2.826087,1.99e-5,Staubs,Low,-10.824790826233828,469,220,220,1,641,n1
230,93,*Mary bought the* safety* belt* because it* was a big improvement.*,60,Implausible,safety belt,3.043478,0.002332,Staubs,Low,-6.0610290104938915,541,218,218,1,799,n1
230,98,*The manager logged the* dairy* products* in the* tracking system.*,12,Implausible,dairy products,3.458333,0.1916258,Ours,High,-1.6522107669782602,289,289,289,0,289,n1
230,100,*Nora was held up by the* traffic* light* near the* new mall.*,53,Plausible,traffic light,6.26087,0.013149,Staubs,Low,-4.331409568877356,194,194,194,0,194,n1
230,106,*Jane looked forward to visiting the* concert* hall* after it* had been remodeled.*,44,Implausible,concert hall,4,0.05123,Staubs,Low,-2.9714299810310263,453,253,453,0,453,n1
230,109,*Kimmy panicked when she realized that she left the faucet running in the* locker* room* after gym* class.*,4,Implausible,locker room,2.833333,0.5015731,Ours,High,-0.6900059194906343,302,190,190,0,190,n1
230,112,*Arnie enjoyed the* season* tickets* though they* cost more than last year.*,61,Plausible,season tickets,5,0.002293,Staubs,Low,-6.077894275106369,384,176,384,0,384,n1
230,113,*Gordon calculated the* service* charges* at the* local mortgage company.*,64,Implausible,service charges,4.48,0.001149,Staubs,Low,-6.768863280115518,451,228,451,0,451,n1
230,114,*Sam phoned the* funeral* home* so that* they would send a limousine.*,48,Implausible,funeral home,3.125,0.02871,Staubs,Low,-3.5505097848491647,348,185,348,0,348,n1
230,117,*I was really worried after I read about the* wastewater* treatment* because it* wasn't adequately tested.*,21,Plausible,wastewater treatment,5.083333,0.1460549,Ours,High,-1.9237727005571241,453,188,188,1,618,n1
230,121,*Evan said that he shouldn't have thrown out all his* junk* food* since now* he feels bad.*,41,Plausible,junk food,6.26087,0.105548352,Ours,High,-2.2485861182630384,181,181,181,0,181,n1
230,122,*The contractor ordered the* kitchen* fixtures* after the* renovation.*,76,Implausible,kitchen fixtures,3.304348,1.37e-4,Staubs,Low,-8.89552963213615,234,234,234,0,234,n1
230,123,*One of my favorite feelings is when I smell* ice* cream* because it's* so sweet.*,20,Implausible,ice cream,3.04,0.1511365,Ours,High,-1.8895718769952663,199,199,199,1,346,n1
230,124,*The maid caught the* elevator* mechanic* who was* goofing off.*,73,Plausible,elevator mechanic,4.347826,1.99e-4,Staubs,Low,-8.522205733239781,488,302,302,0,302,n1
230,133,*Barbara went over to her* station* wagon* and put* some money in the parking meter.*,49,Plausible,station wagon,5.75,0.015707,Staubs,Low,-4.153648806121242,609,174,609,0,609,n1
231,5,*The visitors dirtied the* bathroom* towels* on the* first day of their stay.*,71,Plausible,bathroom towels,5.666667,3.19e-4,Staubs,Low,-8.05031945517943,580,212,212,1,1732,n1
231,7,*Evan said that he shouldn't have eaten all his* junk* food* since now* he feels bad.*,42,Implausible,junk food,3.125,0.105548352,Ours,High,-2.2485861182630384,374,131,131,0,131,n1
231,11,*Arnie bought the* season* tickets* though they* cost more than last year.*,62,Implausible,season tickets,3.16,0.002293,Staubs,Low,-6.077894275106369,146,146,146,1,771,n1
231,16,*I was really worried after I administered the* wastewater* treatment* because it* wasn't adequately tested.*,22,Implausible,wastewater treatment,3.217391,0.1460549,Ours,High,-1.9237727005571241,722,247,247,1,690,n1
231,20,*Sally said she is attending that new* graduate* school* everyone was* talking about.*,26,Implausible,graduate school,2.833333,0.1368266,Ours,High,-1.9890408482511133,996,412,412,0,412,n1
231,24,*Jane looked forward to going to the* concert* hall* after it* had been remodeled.*,43,Plausible,concert hall,5.869565,0.05123,Staubs,Low,-2.9714299810310263,303,163,163,0,163,n1
231,26,*Sam went to the* funeral* home* so that* they would send a limousine.*,47,Plausible,funeral home,6.521739,0.02871,Staubs,Low,-3.5505097848491647,393,237,237,0,237,n1
231,29,*The doctor told me to pick up my* prescription* drugs* in order* to prevent any further damage to my skin.*,39,Plausible,prescription drugs,6.304348,0.1027533,Ours,High,-2.275424309333205,412,207,207,0,207,n1
231,30,*One of my favorite feelings is when I eat* ice* cream* because it's* so sweet.*,19,Plausible,ice cream,4.608696,0.1511365,Ours,High,-1.8895718769952663,409,227,227,0,227,n1
231,31,*The new taxi driver installed the* license* plate* for the* cab he just bought.*,46,Implausible,license plate,3.6,0.0324,Staubs,Low,-3.4295968561838532,355,262,262,0,262,n1
231,33,*Jane carefully examined the* package* deal* to make* sure it was a bargain.*,55,Plausible,package deal,6.541667,0.006036,Staubs,Low,-5.1100137380765345,427,265,265,0,265,n1
231,35,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,561,296,296,1,868,n1
231,40,*When I was a kid I hated the color of* dining* rooms* because they* were always so boring.*,6,Implausible,dining rooms,2,0.3117497,Ours,High,-1.165554656731997,405,405,405,0,405,n1
231,46,*Gordon was annoyed by the* service* charges* at the* local mortgage company.*,63,Plausible,service charges,6.086957,0.001149,Staubs,Low,-6.768863280115518,464,244,244,0,244,n1
231,51,*The manager found the* dairy* products* in the* tracking system.*,11,Plausible,dairy products,5.26087,0.1916258,Ours,High,-1.6522107669782602,376,247,247,0,247,n1
231,53,*The social worker founded* alcoholics* anonymous* to help* people.*,14,Implausible,alcoholics anonymous,2.434783,0.1876327,Ours,High,-1.6732689505634717,351,260,260,0,260,n1
231,56,*The hardest part about painting my car is the* steering* wheel* is oddly* shaped.*,2,Implausible,steering wheel,2.217391,0.5464651,Ours,High,-0.6042848343379513,116,116,116,0,116,n1
231,62,*The maid scolded the* elevator* mechanic* who was* goofing off.*,74,Implausible,elevator mechanic,2.125,1.99e-4,Staubs,Low,-8.522205733239781,415,249,249,1,434,n1
231,64,*I read that John was arrested for* insider* trading* that cost* one company millions of dollars.*,10,Implausible,insider trading,3.173913,0.2203773,Ours,High,-1.512414201563035,854,214,214,0,214,n1
231,71,*The teacher was unable to scold the* problem* child* in her* class.*,70,Implausible,problem child,2.565217,3.68e-4,Staubs,Low,-7.907427619795343,448,180,180,0,180,n1
231,77,*I heard that Billy read a* web* site* about dogs*.*,34,Implausible,web site,2.304348,0.1143555,Ours,High,-2.16844326172511,327,164,164,0,164,n1
231,80,*Cindy smelled the* garbage* truck* as it* drove by her house.*,51,Plausible,garbage truck,6.130435,0.015322,Staubs,Low,-4.1784655748875075,192,192,192,0,192,n1
231,84,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,684,203,203,1,701,n1
231,89,*Kimmy panicked when she realized that she left the books in the* locker* room* after gym* class.*,3,Plausible,locker room,6.130435,0.5015731,Ours,High,-0.6900059194906343,183,183,183,0,183,n1
231,93,*The contractor admired the* kitchen* fixtures* after the* renovation.*,75,Plausible,kitchen fixtures,6.041667,1.37e-4,Staubs,Low,-8.89552963213615,442,229,229,0,229,n1
231,95,*The worst part about using the bathroom in public is that they always run out of the* toilet* paper* no matter* when you go.*,38,Implausible,toilet paper,3.4,0.11059946,Ours,High,-2.2018400723651346,161,161,161,0,161,n1
231,98,*The new principal talked to the* cafeteria* manager* at the* end of the school day.*,58,Implausible,cafeteria manager,3.173913,0.002809,Staubs,Low,-5.874926730860031,575,242,242,0,242,n1
231,100,*My mom received* baking* dishes* from the* new grocery store.*,18,Implausible,baking dishes,2.521739,0.1538439,Ours,High,-1.8718168270089037,545,190,190,0,190,n1
231,104,*Nora was slowed at the* traffic* light* near the* new mall.*,54,Implausible,traffic light,3.333333,0.013149,Staubs,Low,-4.331409568877356,192,192,192,0,192,n1
231,116,"*When I was a kid, despite my mom's disapproval, I really wanted to buy a* snack* bar* and eat* all of the snacks.*",27,Plausible,snack bar,5.24,0.1225199,Ours,High,-2.0994818132111703,348,163,163,0,163,n1
231,123,*Ricardo leaned against the* ceiling* supports* while he* ate his lunch.*,78,Implausible,ceiling supports,3,8.08e-5,Staubs,Low,-9.423533592437224,363,216,216,0,216,n1
231,131,*The children loved the* elephant* shows* that took* place on Tuesday.*,79,Plausible,elephant shows,5.916667,1.99e-5,Staubs,Low,-10.824790826233828,228,228,228,0,228,n1
232,4,*When I was a kid I hated* dining* rooms* because they* were always so boring.*,5,Plausible,dining rooms,4.208333,0.3117497,Ours,High,-1.165554656731997,686,230,230,1,480,n1
232,5,*Jane listened carefully to the* package* deal* to make* sure it was a bargain.*,56,Implausible,package deal,3.391304,0.006036,Staubs,Low,-5.1100137380765345,817,195,195,0,195,n1
232,13,*The school's high* graduation* rates* were applauded* by the community.*,36,Implausible,graduation rates,3.434783,0.11305809,Ours,High,-2.1798535215624613,1813,208,208,0,208,n1
232,18,*Sam phoned the* funeral* home* so that* they would send a limousine.*,48,Implausible,funeral home,3.125,0.02871,Staubs,Low,-3.5505097848491647,675,468,468,1,600,n1
232,38,*Arnie enjoyed the* season* tickets* though they* cost more than last year.*,61,Plausible,season tickets,5,0.002293,Staubs,Low,-6.077894275106369,895,193,193,0,193,n1
232,53,*The manager logged the* dairy* products* in the* tracking system.*,12,Implausible,dairy products,3.458333,0.1916258,Ours,High,-1.6522107669782602,709,353,353,1,503,n1
232,64,*Cindy heard the* garbage* truck* as it* drove by her house.*,52,Implausible,garbage truck,4,0.015322,Staubs,Low,-4.1784655748875075,943,217,217,1,1293,n1
232,81,*The social worker visits* alcoholics* anonymous* to help* people.*,13,Plausible,alcoholics anonymous,5.92,0.1876327,Ours,High,-1.6732689505634717,1050,224,224,1,1276,n1
232,90,*The visitors folded the* bathroom* towels* on the* first day of their stay.*,72,Implausible,bathroom towels,2.173913,3.19e-4,Staubs,Low,-8.05031945517943,542,197,347,0,347,n1
232,98,*The teacher was unable to understand the* problem* child* in her* class.*,69,Plausible,problem child,6.28,3.68e-4,Staubs,Low,-7.907427619795343,393,150,150,0,150,n1
232,102,*I read an article about the* insider* trading* that cost* one company millions of dollars.*,9,Plausible,insider trading,5.08,0.2203773,Ours,High,-1.512414201563035,613,265,265,1,462,n1
232,103,*The dealer polished the* cabinet* drawers* before making* the sale.*,65,Plausible,cabinet drawers,4.434783,7.71e-4,Staubs,Low,-7.167822184400944,1124,451,451,0,451,n1
232,107,*Gordon calculated the* service* charges* at the* local mortgage company.*,64,Implausible,service charges,4.48,0.001149,Staubs,Low,-6.768863280115518,1010,224,224,0,224,n1
232,109,"*When I was a kid, despite my mom's disapproval, I really wanted to go to a* snack* bar* and eat* all of the snacks.*",28,Implausible,snack bar,2.956522,0.1225199,Ours,High,-2.0994818132111703,470,268,268,1,457,n1
232,110,*I was really worried after I read about the* wastewater* treatment* because it* wasn't adequately tested.*,21,Plausible,wastewater treatment,5.083333,0.1460549,Ours,High,-1.9237727005571241,679,252,679,0,679,n1
232,114,*Ricardo painted the* ceiling* supports* while he* ate his lunch.*,77,Plausible,ceiling supports,6.304348,8.08e-5,Staubs,Low,-9.423533592437224,994,265,265,0,265,n1
232,124,*Jimmy spread out the* peanut* butter* after he* finished working.*,8,Implausible,peanut butter,4,0.2757128,Ours,High,-1.288395534754074,198,198,198,0,198,n1
232,125,*One of my favorite feelings is when I smell* ice* cream* because it's* so sweet.*,20,Implausible,ice cream,3.04,0.1511365,Ours,High,-1.8895718769952663,187,187,187,0,187,n1
232,133,*The new taxi driver needed the* license* plate* for the* cab he just bought.*,45,Plausible,license plate,5,0.0324,Staubs,Low,-3.4295968561838532,702,247,247,0,247,n1
232,136,*The doctor told me to stop my recreational use of* prescription* drugs* in order* to prevent any further damage to my skin.*,40,Implausible,prescription drugs,4.333333,0.1027533,Ours,High,-2.275424309333205,333,179,179,0,179,n1
233,6,*The doctor told me to pick up my* prescription* drugs* in order* to prevent any further damage to my skin.*,39,Plausible,prescription drugs,6.304348,0.1027533,Ours,High,-2.275424309333205,686,308,494,0,494,n1
233,9,*I was really worried after I administered the* wastewater* treatment* because it* wasn't adequately tested.*,22,Implausible,wastewater treatment,3.217391,0.1460549,Ours,High,-1.9237727005571241,1663,275,275,1,1120,n1
233,11,*When I was a kid I hated the color of* dining* rooms* because they* were always so boring.*,6,Implausible,dining rooms,2,0.3117497,Ours,High,-1.165554656731997,519,182,182,0,182,n1
233,12,*Kim modeled the* party* outfit* that her* mother had chosen.*,82,Implausible,party outfit,3.2,1.54e-5,Staubs,Low,-11.081143048544691,812,223,223,0,223,n1
233,15,*The school's outstanding* graduation* rates* were applauded* by the community.*,35,Plausible,graduation rates,4.625,0.11305809,Ours,High,-2.1798535215624613,881,187,473,0,473,n1
233,21,*The new principal talked to the* cafeteria* manager* at the* end of the school day.*,58,Implausible,cafeteria manager,3.173913,0.002809,Staubs,Low,-5.874926730860031,386,206,206,0,206,n1
233,25,*The new taxi driver installed the* license* plate* for the* cab he just bought.*,46,Implausible,license plate,3.6,0.0324,Staubs,Low,-3.4295968561838532,563,152,328,0,328,n1
233,28,*Ricardo leaned against the* ceiling* supports* while he* ate his lunch.*,78,Implausible,ceiling supports,3,8.08e-5,Staubs,Low,-9.423533592437224,325,182,325,0,325,n1
233,32,*The astronaut landed on the* surface* crater* that had* been rumored to exist.*,83,Plausible,surface crater,5.28,2.86e-6,Staubs,Low,-12.764688933132513,847,178,178,0,178,n1
233,35,*Gordon was annoyed by the* service* charges* at the* local mortgage company.*,63,Plausible,service charges,6.086957,0.001149,Staubs,Low,-6.768863280115518,519,212,212,1,458,n1
233,44,*The hardest part about painting my car is the* steering* wheel* is oddly* shaped.*,2,Implausible,steering wheel,2.217391,0.5464651,Ours,High,-0.6042848343379513,180,180,180,1,454,n1
233,46,*The maid scolded the* elevator* mechanic* who was* goofing off.*,74,Implausible,elevator mechanic,2.125,1.99e-4,Staubs,Low,-8.522205733239781,137,137,137,1,294,n1
233,57,*Jane carefully examined the* package* deal* to make* sure it was a bargain.*,55,Plausible,package deal,6.541667,0.006036,Staubs,Low,-5.1100137380765345,484,258,258,0,258,n1
233,59,*Jane looked forward to going to the* concert* hall* after it* had been remodeled.*,43,Plausible,concert hall,5.869565,0.05123,Staubs,Low,-2.9714299810310263,461,169,169,0,169,n1
233,60,*I read that John was arrested for* insider* trading* that cost* one company millions of dollars.*,10,Implausible,insider trading,3.173913,0.2203773,Ours,High,-1.512414201563035,558,162,317,0,317,n1
233,68,*One of my favorite feelings is when I eat* ice* cream* because it's* so sweet.*,19,Plausible,ice cream,4.608696,0.1511365,Ours,High,-1.8895718769952663,183,183,183,0,183,n1
233,71,"*It required a great effort, but the* weight* lifter* finally won* the competition.*",67,Plausible,weight lifter,3.869565,7.38e-4,Staubs,Low,-7.211566733363801,230,230,230,0,230,n1
233,73,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,547,155,155,0,155,n1
233,77,*The mechanic scoffed at the idea of putting* diesel* engines* into the* antique cars.*,31,Plausible,diesel engines,5.217391,0.1189083,Ours,High,-2.129402671161631,407,240,240,0,240,n1
233,78,*The visitors dirtied the* bathroom* towels* on the* first day of their stay.*,71,Plausible,bathroom towels,5.666667,3.19e-4,Staubs,Low,-8.05031945517943,400,266,266,1,561,n1
233,79,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,895,177,506,0,506,n1
233,83,*Cindy smelled the* garbage* truck* as it* drove by her house.*,51,Plausible,garbage truck,6.130435,0.015322,Staubs,Low,-4.1784655748875075,508,220,220,0,220,n1
233,86,"*When I was a kid, despite my mom's disapproval, I really wanted to buy a* snack* bar* and eat* all of the snacks.*",27,Plausible,snack bar,5.24,0.1225199,Ours,High,-2.0994818132111703,357,170,170,0,170,n1
233,91,*The teacher was unable to scold the* problem* child* in her* class.*,70,Implausible,problem child,2.565217,3.68e-4,Staubs,Low,-7.907427619795343,376,198,198,1,349,n1
233,100,*Jimmy picked up the* peanut* butter* after he* finished working.*,7,Plausible,peanut butter,5.73913,0.2757128,Ours,High,-1.288395534754074,591,197,197,0,197,n1
233,103,*The contractor admired the* kitchen* fixtures* after the* renovation.*,75,Plausible,kitchen fixtures,6.041667,1.37e-4,Staubs,Low,-8.89552963213615,186,186,186,0,186,n1
233,126,*The social worker founded* alcoholics* anonymous* to help* people.*,14,Implausible,alcoholics anonymous,2.434783,0.1876327,Ours,High,-1.6732689505634717,889,263,263,1,692,n1
233,129,*The children loved the* elephant* shows* that took* place on Tuesday.*,79,Plausible,elephant shows,5.916667,1.99e-5,Staubs,Low,-10.824790826233828,448,230,230,0,230,n1
233,131,*The worst part about using the bathroom in public is that they always run out of the* toilet* paper* no matter* when you go.*,38,Implausible,toilet paper,3.4,0.11059946,Ours,High,-2.2018400723651346,409,157,157,0,157,n1
233,132,*Sam went to the* funeral* home* so that* they would send a limousine.*,47,Plausible,funeral home,6.521739,0.02871,Staubs,Low,-3.5505097848491647,199,199,199,0,199,n1
233,136,*My mom received* baking* dishes* from the* new grocery store.*,18,Implausible,baking dishes,2.521739,0.1538439,Ours,High,-1.8718168270089037,603,201,445,0,445,n1
234,9,*Jane looked forward to visiting the* concert* hall* after it* had been remodeled.*,44,Implausible,concert hall,4,0.05123,Staubs,Low,-2.9714299810310263,271,271,271,0,271,n1
234,11,*My mom loves* baking* dishes* from the* new grocery store.*,17,Plausible,baking dishes,6.708333,0.1538439,Ours,High,-1.8718168270089037,380,238,380,0,380,n1
234,12,*Jane listened carefully to the* package* deal* to make* sure it was a bargain.*,56,Implausible,package deal,3.391304,0.006036,Staubs,Low,-5.1100137380765345,161,161,161,0,161,n1
234,16,*Mary bought the* safety* belt* because it* was a big improvement.*,60,Implausible,safety belt,3.043478,0.002332,Staubs,Low,-6.0610290104938915,135,135,135,0,135,n1
234,17,"*It was a great event, but the* weight* lifter* finally won* the competition.*",68,Implausible,weight lifter,2.041667,7.38e-4,Staubs,Low,-7.211566733363801,578,422,578,0,578,n1
234,24,*The social worker visits* alcoholics* anonymous* to help* people.*,13,Plausible,alcoholics anonymous,5.92,0.1876327,Ours,High,-1.6732689505634717,346,346,346,0,346,n1
234,28,*I read an article about the* insider* trading* that cost* one company millions of dollars.*,9,Plausible,insider trading,5.08,0.2203773,Ours,High,-1.512414201563035,807,274,807,0,807,n1
234,29,*Kim heard about the* party* outfit* that her* mother had chosen.*,81,Plausible,party outfit,6.173913,1.54e-5,Staubs,Low,-11.081143048544691,315,315,315,1,524,n1
234,30,*The children attended the* elephant* shows* that took* place on Tuesday.*,80,Implausible,elephant shows,2.826087,1.99e-5,Staubs,Low,-10.824790826233828,801,257,801,0,801,n1
234,35,*The mechanic scoffed at the idea of building* diesel* engines* into the* antique cars.*,32,Implausible,diesel engines,3,0.1189083,Ours,High,-2.129402671161631,156,156,156,0,156,n1
234,56,*Sally said she found that new* graduate* school* everyone was* talking about.*,25,Plausible,graduate school,4.26087,0.1368266,Ours,High,-1.9890408482511133,455,216,455,0,455,n1
234,58,*I was really worried after I read about the* wastewater* treatment* because it* wasn't adequately tested.*,21,Plausible,wastewater treatment,5.083333,0.1460549,Ours,High,-1.9237727005571241,230,230,230,0,230,n1
234,74,*The school's high* graduation* rates* were applauded* by the community.*,36,Implausible,graduation rates,3.434783,0.11305809,Ours,High,-2.1798535215624613,443,290,443,0,443,n1
234,77,*The doctor told me to stop my recreational use of* prescription* drugs* in order* to prevent any further damage to my skin.*,40,Implausible,prescription drugs,4.333333,0.1027533,Ours,High,-2.275424309333205,405,172,405,0,405,n1
234,83,*When I was a kid I hated* dining* rooms* because they* were always so boring.*,5,Plausible,dining rooms,4.208333,0.3117497,Ours,High,-1.165554656731997,425,143,425,0,425,n1
234,100,*Timmy absolutely loves buying* baking* sheets* with anyone* who is willing.*,16,Implausible,baking sheets,1.875,0.1552467,Ours,High,-1.862739814433109,258,258,258,0,258,n1
234,102,*Sam phoned the* funeral* home* so that* they would send a limousine.*,48,Implausible,funeral home,3.125,0.02871,Staubs,Low,-3.5505097848491647,152,152,152,0,152,n1
234,105,*As a kid Benny was known for his* hyperactivity* disorder* but you* could never tell by looking at him.*,29,Plausible,hyperactivity disorder,6.217391,0.1202438,Ours,High,-2.1182339305770497,920,393,393,0,393,n1
234,106,*Kimmy panicked when she realized that she left the faucet running in the* locker* room* after gym* class.*,4,Implausible,locker room,2.833333,0.5015731,Ours,High,-0.6900059194906343,342,165,165,0,165,n1
234,107,*The hardest part about driving my car is the* steering* wheel* is oddly* shaped.*,1,Plausible,steering wheel,5.75,0.5464651,Ours,High,-0.6042848343379513,174,174,174,0,174,n1
234,108,*Nora was held up by the* traffic* light* near the* new mall.*,53,Plausible,traffic light,6.26087,0.013149,Staubs,Low,-4.331409568877356,174,174,174,0,174,n1
