binom,Alpha Probs,Nonalpha Probs,ProbAandB
hotels and pensions,-67.86711129546165,-70.28294713795185,0.9180269221343706
imagination and originality,-35.107058838009834,-36.66025412082672,0.8253747509239031
ears and hair,-42.05028170347214,-40.45740181207657,0.1689791020963186
importance and validity,-43.28506695013493,-43.142444995231926,0.4644048276775995
money and papers,-54.06051529943943,-56.47745370864868,0.9181098558977652
pies and puddings,-65.18753242958337,-67.44929602742195,0.9056604200240389
eloquence and force,-64.4373073708266,-63.436286431737244,0.26874073991944475
blossom and leaf,-73.99446655064821,-75.29884448647499,0.7865708604450077
desolation and misery,-58.72368270158768,-60.20513278990984,0.814791508076347
boots and jacket,-73.59858483076096,-71.6607785820961,0.12588906106294842
confusions and contradictions,-67.84656789898872,-69.60343687608838,0.8528170878700887
flames and sparks,-54.14307522773743,-51.64771318435669,0.0761839582886163
danger and threat,-66.8509681224823,-67.18915700912476,0.5837505148759334
determination and faith,-37.60962688922882,-36.055358827114105,0.17447068199918422
berlin and frankfurt,-63.74409697204828,-63.211030058562756,0.3698018636595881
clothes and dishes,-53.84285843372345,-54.60924315452576,0.6827383178749109
comfort and companionship,-50.11379619734362,-52.16528568556532,0.8860980367191434
background and interest,-67.37969651818275,-73.32694700360298,0.997393794879729
glass and rubber,-60.444532458204776,-59.91808450361714,0.37134572656791726
color and scent,-45.254059851169586,-46.581284523010254,0.7903811924112565
interest and payments,-57.33048689365387,-56.25427782535553,0.2542240854260946
gambling and vice,-63.13068145234138,-68.55257958732545,0.9956006881686813
activities and places,-58.824574172496796,-59.05753767490387,0.5579788933051587
elegance and purity,-66.63867689669132,-66.55448203533888,0.47896370998728827
leaves and limbs,-54.88609570264816,-57.713314920663834,0.9441290986766007
power and trade,-53.08403653372079,-54.756037060171366,0.8418423610373943
games and races,-57.00636327266693,-58.47219920158386,0.8124236425154817
evenings and sundays,-48.01780244708061,-52.71751391887665,0.9909841238310602
activity and nature,-68.77658180263825,-66.63540073600598,0.10515819936966675
sun and weather,-55.300287920981646,-53.667518608272076,0.16345134623695673
leather and paper,-51.836103558540344,-54.10400718450546,0.9061837166625241
anguish and rage,-44.17279672622681,-44.692022025585175,0.6269665975565896
shooting and yelling,-60.650372073054314,-61.01957705616951,0.5912668603658207
arches and piers,-61.79812550544739,-65.31902042962611,0.9712764816286344
investment and risk,-41.48179873614572,-41.12607389455661,0.4119948537557205
control and growth,-76.79137079324573,-77.57000057492405,0.6853847254111779
happiness and pain,-78.69145816769742,-79.05179666173353,0.5891223714493026
Egypt and Europe,-50.95405188202858,-51.47958779335022,0.6284413337134324
order and truth,-52.415907204151154,-52.10137116909027,0.42200793206489273
factories and industries,-60.613075045868754,-61.22552797943354,0.6485001461279435
name and year,-60.364352747797966,-62.90175760537386,0.926722791571523
river and sky,-60.088221326470375,-59.72192756831646,0.4094368829055947
detection and removal,-61.39764214493334,-68.01352311857045,0.9986628556388721
breakfast and luncheon,-49.7235137517564,-48.03630379028618,0.15614310981831273
attitude and experience,-44.06932771205902,-44.69417154788971,0.651319400240422
pilot and plane,-51.06801700592041,-46.29901158809662,0.008417365301925156
malaria and typhoid,-60.678042240440845,-57.820781260728836,0.054307199282920486
technology and time,-61.10152856586501,-58.00693531194702,0.043330829668410446
economist and historian,-63.956031799316406,-66.93675747513771,0.9516957422286958
muskets and swords,-42.163646971894195,-43.04616450141111,0.7073436432922561
character and wisdom,-57.95194584131241,-57.8909787684679,0.4847629511520462
azaleas and camellias,-62.04523971071467,-54.22647040197626,4.0195462688095724e-4
silence and space,-44.66737097501755,-45.20487040281296,0.6312305294194568
fingers and mouth,-48.7264723777771,-48.04532542824745,0.3360053634376425
power and variety,-60.7890369483066,-61.800392101707985,0.7332852711811083
cliches and stereotypes,-62.74422772601247,-64.30398758221418,0.8263188912088536
habits and movements,-54.73559870943427,-54.97714859992266,0.5600955599917763
shirt and waistcoat,-52.232012048363686,-51.951213359832764,0.4302579778128723
boardinghouses and hotels,-50.15093343146145,-47.29123199172318,0.05418199855649785
stucco and wood,-47.198236748343334,-44.91870468069101,0.09283235230164637
activities and character,-43.40796816162765,-42.72053633071482,0.33460461854537477
happiness and warmth,-50.71406435966492,-49.68218547105789,0.26272000460155814
fulfillment and pleasure,-53.125926211476326,-50.58290180563927,0.07289651196845158
means and motives,-48.62590127438307,-48.43448107689619,0.4522905413475129
fear and relief,-46.29078186862171,-44.065811646869406,0.09753045803916052
despair and futility,-57.194237634306774,-58.893034249544144,0.8453775005898294
ash and maple,-61.72760635614395,-56.6190879419446,0.006008709681051554
beauty and inspiration,-64.383069122210145,-66.27777224313468,0.8692908480043166
clippings and pictures,-55.861997310072184,-55.954015377908945,0.522988298465348
liquids and powders,-48.099597851294675,-50.622088889896986,0.9257035614794693
domination and influence,-61.61457207798958,-61.37884432077408,0.44133944486213406
action and conversation,-49.008142709732056,-48.15919387340546,0.29965340957394354
pattern and sequence,-68.61387075483799,-67.73664927482605,0.29375388720860424
detective and police,-50.404067353811115,-51.40484614064917,0.7312116698600206
church and graveyard,-61.979336977005005,-61.781759560108185,0.45076570426120316
gardens and lawn,-60.23070248961449,-55.7039538025856,0.010700054979504865
powers and processes,-43.65687799453735,-44.97336733341217,0.788597031023537
machinery and tractors,-51.62307391921058,-51.395165166817605,0.44326816521170953
ammo and weapons,-40.516280099749565,-38.710837706923485,0.14118985646326715
clay and wax,-74.7107210084796,-76.10274185240269,0.8009146634077148
associations and enterprises,-52.96991991996765,-52.02255142107606,0.27941434591321757
grace and modesty,-60.93886375427246,-61.94934844970703,0.7331149942017786
brains and talent,-48.160978481173515,-46.756361305713654,0.1970844575565174
comedy and humor,-62.65423963381909,-62.40753358253278,0.4386344175073376
certainty and order,-47.89948344230652,-55.230308294296265,0.9993453957285319
discretion and moderation,-54.04545160382986,-52.38023953139782,0.15906357835495594
attention and civility,-57.35664446372539,-58.53446837607771,0.764556311853499
captain and leader,-59.81539084808901,-60.995690279174596,0.765001637998557
control and intelligence,-54.132379692047834,-52.19512830674648,0.12595013146076417
grease and sweat,-54.07460194826126,-51.93851190805435,0.10563822860833122
comprehension and control,-54.31854650564492,-54.367089660838246,0.5121334062570229
hallucinations and visions,-48.894144035410136,-50.07779956277227,0.7656044406121363
commands and statements,-64.52635347517207,-61.98315030010417,0.07288443119958682
cost and upkeep,-51.23603299388196,-51.833198131411336,0.6450074668873019
men and objects,-55.51796245574951,-54.49817728996277,0.2650692497462896
fragrance and taste,-51.53685387969017,-51.26665572822094,0.4328584497846102
betrayal and murder,-59.38240134716034,-58.64300799369812,0.3231368148977659
bacteria and insects,-61.41911228187382,-62.4825828820467,0.7433532226785072
confusion and congestion,-48.189531445503235,-46.157915472984314,0.11592320628199432
facts and techniques,-50.62968420982361,-51.878201961517334,0.7770431714378838
anger and spite,-44.14232377707958,-44.29512280970812,0.5381256087273185
money and numbers,-48.75705564022064,-46.36997503042221,0.08416318473691149
boulders and ledges,-55.61486046761274,-52.164904080331326,0.030770160008218188
abolition and emancipation,-42.132113218307495,-43.053104758262634,0.7152440957158783
nationalism and sovereignty,-45.16606292128563,-46.01833917200565,0.7010444199067922
tensions and uncertainties,-49.525029957294464,-52.193907141685486,0.9351649867268131
beauty and poise,-57.511339967139065,-57.38434328511357,0.46829343208601004
background and intelligence,-43.28445300459862,-45.18884691596031,0.8703880219244865
battle and bloodshed,-59.854818403720856,-64.51754742860794,0.9906476291757492
fairness and moderation,-62.67581743001938,-61.80647295713425,0.2953907218638844
back and behind,-52.43198975920677,-56.71156072616577,0.9863405618073683
apprehension and terror,-74.49192214012146,-73.2807275056839,0.2294897424125179
head and teeth,-63.06377047300339,-62.275316417217255,0.3125007099683991
cod and salmon,-66.41208209097385,-66.56953755021095,0.5392827394593475
archaeologists and geologists,-50.682969838380814,-51.39716428518295,0.6713273159056672
chopping and sawing,-45.56119576841593,-40.54351471364498,0.006576325661393648
anxiety and dismay,-41.36135573918,-42.25093628501054,0.7088036043663205
resources and riches,-48.59179309010506,-46.32219813764095,0.09367259432025545
personnel and ships,-59.72669392824173,-58.746708393096924,0.27289465381174344
bandits and outlaws,-62.04568449366343,-61.42376496363431,0.3493450102707836
secrecy and stealth,-56.86609226092696,-54.865013325586915,0.11908968726644586
soldiers and subjects,-50.59058520197868,-49.81470435857773,0.3152083368894759
barges and towboats,-75.05291449074866,-74.05782445393561,0.2699078732118401
celebration and ritual,-48.483285665512085,-49.517859637737274,0.7378016943176047
searching and yearning,-45.409261994063854,-42.99981267005205,0.08245497057391335
letters and magazines,-72.34527388215065,-72.17187565565109,0.4567587335191134
flight and terror,-69.97305223345757,-74.20606553554535,0.9856988834613148
gaiety and spirit,-42.893032874912024,-43.57021535560489,0.6631095664622426
disdain and indifference,-60.90331906080246,-61.627227425575256,0.6734670843308166
liberalism and progress,-65.85430063307285,-66.73420435190201,0.7068022688721548
blame and hate,-49.39597165584564,-49.26080250740051,0.46625906978278303
color and imagery,-55.07947540283203,-54.87627685070038,0.44937443487436357
intonation and phrasing,-57.43084960244596,-60.758468674495816,0.965364248877465
abasement and humiliation,-58.81460538227111,-60.19345913629513,0.7988068450301388
commercialism and materialism,-68.64669425785542,-74.85917495191097,0.9979997496825829
education and industrialization,-66.94094310700893,-68.11709658801556,0.7642554847048217
foreboding and gloom,-51.527668598340824,-49.83953887037933,0.1560219574672009
firepower and speed,-50.43368911743164,-50.96468086540699,0.6297143917187153
