WordA,WordB,Sentence,reading_times_alpha,reading_times_nonalpha
discussion,thought,A lot of X and Y went into making the decision to buy this house.,-58.15335559844971,-58.23726224899292
distress,pain,The couple's divorce caused a lot of X and Y for the whole family.,-53.216800808906555,-54.04404544830322
mouth,nostrils,"Evan took a look at the X and Y of his dog, and compared them to his own.",-17.196773244068027,-41.09581255912781
cakes,pies,Hannah had a real sweet tooth for X and Y so she took up baking as a hobby.,-11.718929156661034,-10.614330023527145
adventure,romance,The movie had a great balance of X and Y which made it a great success.,-59.565324783325195,-57.51245307922363
agreements,contracts,Tony had to deal with many X and Y before he officially started working at the company.,-56.626426219940186,-62.27108955383301
crime,poverty,The study on the link between X and Y was published in the local newspaper.,-54.972787857055664,-54.68584585189819
cousins,uncles,Olivia said her X and Y are her favorite family members.,-55.294400691986084,-48.15353584289551
fire,light,"According to Mandy, the lack of X and Y ruined the evening's ambiance.",-51.349552154541016,-51.57703995704651
child,husband,Rachel lived with her X and Y in a small apartment in New York City.,-52.20142078399658,-53.65857172012329
vinegar,water,Nicole needed X and Y for the recipe she was trying out.,-50.69101905822754,-54.819175243377686
fork,spoon,Tara needed both a X and Y to properly eat her meal.,-54.73682451248169,-54.88443183898926
Burma,India,They talked about visiting X and Y for their upcoming honeymoon.,-53.347801208496094,-55.35609149932861
fruit,nuts,All he had in his kitchen was X and Y so he made a trip to the grocery store.,-29.76608118414879,-30.138831615447998
ability,strength,Lisa had the X and Y to become a professional athlete.,-53.31336450576782,-53.871007442474365
agencies,individuals,Many different X and Y worked together on this project.,-61.59232711791992,-58.07474422454834
coffee,sandwiches,The company had X and Y catered for their employees.,-55.249945640563965,-54.71180582046509
coffee,toast,Every morning Karen has X and Y for breakfast before school.,-50.74793243408203,-50.88063907623291
anger,anxiety,Anne felt X and Y whenever she was stuck in traffic.,-64.129385471344,-64.49814987182617
apprehension,fear,Charlie felt X and Y before jumping out of the plane to skydive.,-63.67315483093262,-69.23806190490723
figures,words,Hannah used X and Y to explain her findings.,-57.487853050231934,-58.20283079147339
blood,guts,The film showed X and Y which made them very uncomfortable.,-52.782052516937256,-54.847126960754395
action,character,Riley thought his lack of X and Y was too significant to overlook.,-52.84814786911011,-52.91420269012451
diamonds,rubies,The pirates followed the treasure map to find that X and Y were hidden in the treasure chest.,-8.741324786096811,-7.163554589264095
plans,projects,She had many X and Y in the works for her small business.,-54.66826629638672,-55.2236442565918
jacket,trousers,Ted needed to iron his X and Y before his big meeting.,-46.95140981674194,-47.37266302108765
kind,quantity,This was the X and Y of bread that he needed for the recipe.,-52.87800979614258,-53.40804624557495
family,neighborhood,She loved her X and Y so she was sad about leaving for college.,-52.74937152862549,-52.63683319091797
nights,weekends,Clare spent her X and Y working on new recipes for the cookbook she was writing.,-29.728572875261307,-27.202497571706772
labor,money,The amount of X and Y required to keep the farm was not worth it to Mark.,-53.294628620147705,-53.081857681274414
shower,tub,Lilly wanted to install a X and Y into her new bathroom.,-54.5537486076355,-53.188639640808105
aggression,hostility,"Sasha felt X and Y towards her brother, so she tried to avoid him.",-76.83989906311035,-63.32817029953003
information,material,Fred lacked the X and Y to work on the project.,-55.021770000457764,-54.86463737487793
despair,rage,Annie felt a lot of X and Y so she wanted to talk with a therapist.,-39.51287364959717,-26.15038062632084
improvements,land,Timothy said that the hotel needed more X and Y to be able to make enough money.,-45.90223026275635,-46.76496458053589
landings,takeoffs,Christian enjoyed watching the X and Y of the planes at the airport.,-50.256606578826904,-56.940189838409424
novels,tales,He had always loved X and Y so he majored in English in college.,-51.38408041000366,-57.32426166534424
corruption,crime,All of the X and Y in the city made Tony want to move.,-56.13607931137085,-56.39478540420532
anthropology,psychology,He has figured out that X and Y are the subjects he wants to study in college.,-25.771494805812836,-17.82296910881996
lecturer,writer,She was both a X and Y but wanted to be an actor instead.,-53.61732578277588,-52.81094455718994
fog,mist,All of the X and Y made Terry want to stay inside the house all day.,-57.73130750656128,-57.57389831542969
field,stream,"There was a X and Y near his house, which made him very happy.",-58.92543697357178,-58.72989463806152
dates,events,Katrina had many X and Y to attend because she was very popular.,-58.212141036987305,-58.540091037750244
belly,chest,"Zack said his X and Y were hurting, so his mom took him to the hospital.",-15.027286767959595,-14.714470937848091
pain,shame,Todd felt X and Y when he talked about his divorce.,-57.12861442565918,-55.97184371948242
doorways,windows,Bill wanted to fix the X and Y before moving into the new home.,-59.241859436035156,-55.27233839035034
history,identity,Jonathon was unsure about the X and Y of the statue he saw in the park.,-46.983017444610596,-44.641311049461365
anger,indignation,Amber felt X and Y after arguing with her sister.,-61.32624912261963,-61.512789249420166
cream,peaches,We had X and Y for dessert at the diner down the street.,-55.63673257827759,-57.94454002380371
classmates,friends,We have been X and Y all the way from kindergarten to college.,-49.69035005569458,-54.51978302001953
movements,positions,"After hurting her foot, certain X and Y caused her a lot of pain.",-57.967172622680664,-59.5377082824707
barrels,boxes,There were a lot of X and Y that needed to be moved before the event could start.,-17.00179412961006,-15.875222375616431
costumes,masks,Tammy had to buy X and Y for all of the Halloween parties she was going to attend.,-10.454740827903152,-13.321686122566462
attractions,repulsions,He experienced both X and Y which made him very confused.,-64.57703828811646,-60.71587657928467
effort,resources,It would take a lot of X and Y to put on this fundraiser.,-51.16557168960571,-50.834660053253174
ability,age,"They questioned his X and Y in the interview, which he thought was unfair.",-48.23225736618042,-47.03455185890198
editing,publishing,The company did the X and Y for many well-known books.,-59.1536865234375,-59.48178768157959
cysts,tumors,Paul had an appointment with his doctor to check for any X and Y that he might have.,-11.081648215651512,-14.212803654372692
dirt,sweat,Mike needed to wash the X and Y out of his soccer uniform.,-58.695213317871094,-56.88388776779175
dreams,plans,She had X and Y to become a successful scientist.,-48.2702374458313,-48.47273588180542
farms,fields,Ron loved spending time at X and Y because he loved being in nature.,-58.593711853027344,-56.788780212402344
cause,consequence,Finn didn't want to think about the X and Y of him losing his job.,-54.07337045669556,-56.66296672821045
choice,decision,It was her X and Y to stay home for the summer instead of traveling through South America.,-42.7594838142395,-45.46213388442993
confusion,turmoil,Hannah felt X and Y after her mom gave her some unfortunate news.,-55.4202299118042,-63.932326316833496
magic,superstition,He thinks X and Y are definitely not real.,-56.6012020111084,-56.14218044281006
machinery,power,She didn't think they had enough X and Y to fulfill the large bulk order.,-18.957222670316696,-18.85860103368759
education,skill,They had the X and Y to be a great professor.,-56.85675048828125,-55.38078546524048
forms,materials,Lee didn't have the necessary X and Y to move forward with the task.,-57.90999794006348,-56.51548099517822
length,quality,She thought the X and Y of the boat would impress her friends.,-55.30845546722412,-55.69676923751831
inclination,time,Samuel had the X and Y to help his little brother with his homework.,-53.55045461654663,-56.93829917907715
help,understanding,She appreciated Claire's X and Y when it came to teaching John how to ride a bike.,-29.509538650512695,-33.12189555168152
closets,drawers,Ben needed a lot of X and Y to store all of his clothes.,-56.85800075531006,-60.80812454223633
friends,partners,Josh and Jack had been X and Y for almost ten years.,-55.78249263763428,-55.65502071380615
receivers,senders,Both the X and Y of the letters visited the post office often.,-50.65230321884155,-51.14185619354248
authority,force,They said that Richard's X and Y made him effective at his job.,-58.904640197753906,-58.693482398986816
trees,underbrush,All of the X and Y made the area extremely green.,-55.17297077178955,-54.82391357421875
bacon,coffee,Sara found out that X and Y was a combination she did not like.,-53.63796043395996,-53.639047145843506
december,may,He is so busy that X and Y are the only months he can see his family.,-51.71682929992676,-49.251298904418945
grains,seeds,Victoria liked her bread to have a variety of X and Y in it because she hated plain foods.,-4.290154695278034,-4.162876404821873
beauty,color,The women at the store complimented the X and Y of the girl's hair.,-40.41188859939575,-40.670756340026855
legs,torso,"Both her X and Y are extremely long, so she always has to get her clothes tailored.",-54.29557943344116,-53.736788749694824
transportation,utilities,Dylan had to spend a lot of money on X and Y on top of all his other bills.,-17.203565461561084,-16.443948906846344
hardships,trials,They dealt with many X and Y with the product they were trying to launch.,-60.89076089859009,-54.91190481185913
science,tactics,Cynthia didn't understand the X and Y behind the experiment she was reading about.,-38.395663022994995,-35.403345584869385
neighborhood,school,The fantastic X and Y made the price of the house extremely high.,-55.598023414611816,-56.35502815246582
irony,satire,The comedian used a lot of X and Y in their show last night.,-60.32843780517578,-57.399725914001465
kitchen,pantry,They wanted to renovate the X and Y before the renters moved in.,-56.604135513305664,-54.96683740615845
astronomy,geology,Richard hated X and Y so he avoided taking any classes in these subjects.,-42.17456865310669,-45.07614803314209
feet,heads,Amy thinks that the X and Y of the kittens are so cute.,-49.15238380432129,-48.893065452575684
snow,water,"Carl loves being around X and Y, so he does not want to go to the desert for vacation.",-16.604356169700623,-14.132851362228394
back,hips,Jon went to a chiropractic office to get his X and Y checked out by a professional.,-18.89429946988821,-19.68988585472107
bombers,missiles,"During the war, the X and Y caused a lot of destruction.",-64.6337480545044,-63.06845283508301
argument,debate,The couple's X and Y over what to have for dinner lasted an hour.,-48.277995586395264,-48.03972625732422
doubts,suspicions,The detective had X and Y about the suspect's alibi.,-57.136290073394775,-58.01500087976456
laborers,servants,The wealthy family had a budget for X and Y to work at their estate.,-53.24762201309204,-51.46071815490723
arms,faces,Paul noticed that the X and Y of his figurines could use some new paint.,-56.644105434417725,-61.160691261291504
chrome,glass,The architect said that X and Y are his favorite materials to use in his designs.,-61.65143394470215,-57.77920389175415
paris,washington,Connor spent his summer in X and Y even though he wanted to travel to China.,-20.996050029993057,-20.58541937172413
arm,back,Maddy injured her X and Y during her basketball game last week.,-59.698662757873535,-57.35035991668701
emotion,meaning,The singer put a lot of X and Y into all of the songs they wrote.,-55.37359571456909,-54.78011131286621
bushes,vines,All of the X and Y in the backyard made Mandy very happy.,-44.19318997859955,-45.220590591430664
authority,independence,"Victor wanted more X and Y, so he worked towards a promotion.",-50.65060520172119,-50.833428382873535
crises,problems,All of the X and Y she had to overcome made her stronger.,-57.89124822616577,-58.02651786804199
bathrobe,slippers,Kyle refused to leave his X and Y at home when he travelled anywhere.,-17.401985704898834,-18.637810349464417
generalists,specialists,Martin wanted to talk with both X and Y before making his decision.,-61.185919761657715,-59.12585401535034
boredom,loneliness,Chloe experienced X and Y over the summer because she missed her college friends.,-12.898619335144758,-11.479747422039509
excitement,fatigue,He felt both X and Y when spending the day at an amusement park.,-59.55912208557129,-58.6380181312561
fun,pleasure,All of the X and Y that came with traveling made the cost worth it.,-48.2390775680542,-56.352538108825684
individualism,socialism,Nate discussed X and Y with his friend in the coffee shop.,-55.12116622924805,-55.29764747619629
fields,homes,"There were plenty of X and Y in the town, which made it an ideal place for families.",-30.817907571792603,-31.436569452285767
certainty,security,Trish appreciated the X and Y that her job as a dentist provided.,-46.711517333984375,-49.753087520599365
artist,critic,Lisa was both the X and Y who worked on the magazine.,-54.39827632904053,-53.61518478393555
20s,30s,Amy said she enjoyed her X and Y because she was able to travel the world.,-6.695430912543088,-11.138012826442719
brick,glass,A lot of X and Y was needed to finish building the house.,-52.95341110229492,-53.177799701690674
dentist,doctor,He had X and Y appointments back to back on Thursday.,-51.789711475372314,-58.43029499053955
bourbon,water,All the bar had to drink was X and Y so they decided to try another place.,-22.83596161007881,-25.582542084157467
cuts,wounds,Max had many X and Y after falling off his bike.,-54.69268846511841,-54.589157581329346
palm,pine,Frank decided that X and Y trees are his favorite.,-52.7772912979126,-54.42215347290039
fish,vegetable,He wanted to make a X and Y soup that would impress his family.,-58.13446044921875,-58.12275505065918
initials,names,Gloria wrote down both the X and Y of the people she wanted to invite to her wedding.,-41.36457920074463,-43.700379371643066
fury,pain,Wendy felt X and Y when she learned that her uncle had died.,-60.0525918006897,-56.964996337890625
gentleness,sweetness,The dog's X and Y made her loved by anyone who spent time with her.,-54.95792007446289,-56.27687931060791
experiences,reactions,Randy said that her X and Y made her quite the character.,-59.343241691589355,-59.51954936981201
bitterness,disappointment,Kim felt a lot of X and Y when she learned that she didn't get into her dream school.,-58.60192108154297,-57.21657705307007
comedy,satire,Olivia enjoyed X and Y and made sure that everyone knew.,-59.35221242904663,-59.4278883934021
enthusiasm,warmth,Kristin appreciated Jack's X and Y so she spent a lot of time with him.,-53.080952644348145,-51.16167068481445
body,breath,"Both his X and Y smelled, which made him embarassed.",-65.14625024795532,-62.8404803276062
beauty,brains,Her mom says she has X and Y among many other things.,-58.60950422286987,-58.3493857383728
hotels,pensions,The company spent quite a lot of money on X and Y throughout their years of business.,-61.8761043548584,-64.682626247406
imagination,originality,It takes a lot of X and Y to write a successful novel.,-55.38866901397705,-55.166964530944824
ears,hair,Bill washed his X and Y before going to bed.,-58.23049592971802,-56.00934886932373
importance,validity,He questioned the X and Y of the statements they were making.,-55.06999349594116,-54.42593240737915
money,papers,Alice brought both the X and Y that were required to buy the house.,-56.97804880142212,-55.887754917144775
pies,puddings,The baseball team had a bake sale with X and Y to raise money for new uniforms.,-65.33392858505249,-65.81423234939575
eloquence,force,He admires his sister for the X and Y she has when dealing with difficult situations.,-55.8029351234436,-56.068979263305664
blossom,leaf,Ethan kept track of the X and Y of the plant to make sure it was healthy.,-53.318761348724365,-52.9090690612793
desolation,misery,Robert felt X and Y so he started going to therapy.,-56.366801738739014,-55.30150032043457
boots,jacket,"On a trip to the mountains, Jane forgot her X and Y at home, so she had to make a trip to the mall.",-10.936421914026141,-9.645918661961332
confusions,contradictions,All of the X and Y did not make Amy feel confident about the new rules.,-59.85205936431885,-55.14123821258545
flames,sparks,Maeve stared at the X and Y that came from the fireplace.,-50.43286323547363,-48.635315895080566
danger,threat,Riley thought that the X and Y of sharks were too high to go surfing.,-52.25777339935303,-51.68840742111206
determination,faith,It took X and Y to get where she is today.,-54.91780948638916,-56.36173677444458
berlin,frankfurt,Sam wanted to visit X and Y on her trip to Germany.,-55.1072678565979,-54.92876148223877
clothes,dishes,Molly needed to wash her X and Y before leaving for her trip.,-61.43068504333496,-59.4083251953125
comfort,companionship,He experienced X and Y whenever he visited his Grandma.,-59.87509727478027,-58.85640525817871
background,interest,He thought that Eduardo's X and Y in cooking would make him perfect for the personal chef role.,-25.739098381251097,-28.712839785963297
glass,rubber,Trisha made a statue out of X and Y for her friend's birthday.,-55.574018478393555,-56.81028127670288
color,scent,Both the X and Y of the flowers made Terry happy.,-56.45209836959839,-55.92375469207764
interest,payments,Christopher was stressed about the X and Y he had for his loans.,-55.00650119781494,-54.264102935791016
gambling,vice,Christine joked that the words X and Y should be considered synonyms.,-60.20942497253418,-63.92991590499878
activities,places,The many X and Y available to Ronnie meant that he was never bored.,-57.90208721160889,-58.08340358734131
elegance,purity,Her mom thought the dress exuded X and Y but Lauren did not agree.,-64.72726726531982,-68.41399192810059
leaves,limbs,All of the X and Y of the trees obstructed the ocean view.,-55.07710123062134,-55.45851755142212
power,trade,The country's lack of X and Y caused many financial problems.,-60.33531093597412,-60.63597869873047
games,races,All of the X and Y kept Troy very entertained.,-55.648284912109375,-56.23945474624634
evenings,sundays,Carlos spends his X and Y doing his favorite activities.,-53.98047494888306,-53.16396141052246
activity,nature,"Timothy thought that he didn't have enough X and Y in his life, so he decided to get out more.",-23.030837565660477,-23.146978057920933
sun,weather,Tina said that the X and Y made her want to be outside.,-55.99797487258911,-55.91651725769043
leather,paper,He needed to get some X and Y for his latest art project.,-54.592121601104736,-54.38025760650635
anguish,rage,She felt X and Y after learning that her dog had died.,-54.8542103767395,-54.19513654708862
shooting,yelling,The movie had a lot of X and Y which made Peter upset.,-54.53647327423096,-54.7347469329834
arches,piers,Tamara learned how to properly design X and Y in her architecture class.,-49.703521728515625,-52.328606605529785
investment,risk,Harry didn't think the X and Y were worth the money.,-53.7886323928833,-55.153857707977295
control,growth,The lack of X and Y that the position offered made Jerry want to find a new job.,-54.378506660461426,-54.957186222076416
happiness,pain,"Ed feels X and Y when drinking milk because he loves the taste, but is lactose intolerant.",-28.89117798767984,-26.828191593289375
Egypt,Europe,He wanted to visit X and Y once he had the time to travel.,-57.02132701873779,-57.447299003601074
order,truth,The judge wanted X and Y from the lawyers and witnesses.,-57.46346187591553,-57.20569849014282
factories,industries,Tristen worked in a variety of X and Y before he was able to retire.,-63.803067684173584,-55.45870780944824
name,year,Jasmine wanted to know the X and Y of the car her friend was selling.,-40.44180631637573,-39.88975191116333
river,sky,"On an afternoon walk, Cindy noticed that the X and Y were the same shade of blue.",-32.527806520462036,-38.57371783256531
detection,removal,Victoria went to her dermatologist for X and Y of her potentially cancerous moles.,-58.84825372695923,-59.14781475067139
breakfast,luncheon,The conference had a X and Y included on the itinerary.,-57.54219675064087,-57.66580295562744
attitude,experience,Both Jerry's X and Y made him an excellent candidate for the job.,-59.82420015335083,-59.87581443786621
pilot,plane,There was a need for a X and Y for the flight to Hawaii.,-58.11326217651367,-58.18765163421631
malaria,typhoid,Trina got her X and Y vaccines before travelling the world.,-69.04751300811768,-66.45873832702637
technology,time,Marissa thinks it will take a lot of X and Y for humans to be able to live on Mars.,-34.51068639755249,-31.998239517211914
economist,historian,He was surprised that both the X and Y are named Jane Doe.,-57.67994165420532,-56.08375263214111
muskets,swords,Soldiers used to use X and Y when they fought in battles.,-55.317991733551025,-56.78124666213989
character,wisdom,His mom's X and Y made her someone he would go to for advice.,-59.43426036834717,-59.22457790374756
azaleas,camellias,He bought his wife a bouquet of X and Y for Mother's Day this year.,-17.606823429465294,-13.936768971383572
silence,space,Ryan wanted X and Y after a long day of work.,-62.33497905731201,-61.49789094924927
fingers,mouth,Both her X and Y were dirty from eating ribs.,-56.71748971939087,-57.07288408279419
power,variety,Brian said that the X and Y of the cars at the dealership left him unimpressed.,-49.16852807998657,-44.00255870819092
cliches,stereotypes,The movie had a lot of X and Y but it was still one of Kim's favorites.,-5.595762265846133,-4.6194276141468436
habits,movements,He kept track of his dog's X and Y because the vet told him to.,-54.40713596343994,-52.418118476867676
shirt,waistcoat,They needed to buy a new X and Y for the upcoming event.,-71.74801540374756,-62.83037567138672
boardinghouses,hotels,She spent a lot of time in X and Y during her summer travels.,-65.79892063140869,-67.83841037750244
stucco,wood,The builders used X and Y to decorate the house's exterior.,-59.09134769439697,-57.78594398498535
activities,character,They questioned her X and Y for no good reason.,-56.939847469329834,-56.74395227432251
happiness,warmth,Clarissa felt X and Y whenever she hugged her mom.,-58.28766107559204,-57.03168249130249
fulfillment,pleasure,Her job gave her X and Y along with a satisfactory salary.,-51.1899299621582,-58.60849380493164
means,motives,He was trying to understand the X and Y behind this controversial decision.,-57.551185131073,-58.830763816833496
fear,relief,Mary felt both X and Y about graduating from high school.,-59.21421813964844,-59.53254413604736
despair,futility,Clara felt X and Y after being fired from her new job.,-55.606637954711914,-56.6631383895874
ash,maple,Hank saw many X and Y trees while on his hike.,-59.190165996551514,-57.93589735031128
beauty,inspiration,Bridget wrote blog posts centered around X and Y in her spare time.,-56.799368381500244,-55.365010261535645
clippings,pictures,She used many X and Y for the collage she was working on.,-57.50809288024902,-56.78740119934082
liquids,powders,The factory used many different X and Y to make its products.,-57.39850616455078,-58.17806959152222
domination,influence,The player's X and Y made them the obvious choice for captain of the team.,-49.38122487068176,-52.31552267074585
action,conversation,There was X and Y occurring in every scene of the movie.,-55.39253807067871,-55.571253299713135
pattern,sequence,They discussed the connection between a X and Y in their math class today.,-57.66799068450928,-57.611960887908936
detective,police,Usually the town's X and Y work together to deal with criminals.,-53.0699987411499,-58.23272752761841
church,graveyard,The couple found out that the X and Y are right behind their new house.,-65.17566585540771,-57.95687437057495
gardens,lawn,He makes sure to water the X and Y of the estate every other day.,-56.67341285943985,-57.694528222084045
powers,processes,They lacked the necessary X and Y to finish the job.,-56.032962799072266,-56.220558643341064
machinery,tractors,"He sold X and Y for a living, but he wanted to open a bakery.",-14.255918890237808,-14.26874091848731
ammo,weapons,The military has X and Y readily available to them.,-55.86563491821289,-54.62497663497925
clay,wax,"Jackie loved doing different crafts, so she had a lot of X and Y readily available to her.",-18.448232255876064,-18.024349711835384
associations,enterprises,She dealt with different X and Y in her line of work.,-61.16031074523926,-55.93992614746094
grace,modesty,Chloe's grandma said that X and Y are qualities a person should have.,-26.686719357967377,-30.068060874938965
brains,talent,Georgina had both the X and Y to be successful at her job.,-54.03650951385498,-53.80519962310791
comedy,humor,Ricky was confused about the difference between X and Y until he looked it up online.,-59.03400897979736,-60.500847816467285
certainty,order,Jake liked the X and Y that his job provided him.,-54.245015144348145,-55.710047245025635
discretion,moderation,"There was an absence of X and Y in the decision, which upset many people.",-14.425573837012053,-14.90325335226953
attention,civility,Jane's mom said the lack of X and Y made her very disappointed.,-61.458863258361816,-62.22468948364258
captain,leader,The team thought of her as a X and Y even though she didn't officially have the title.,-31.38205111026764,-34.54806971549988
control,intelligence,Jason wanted to be known for his X and Y instead of being known for his temper.,-52.242523193359375,-51.65382719039917
grease,sweat,"At the end of the day, Fred washed the X and Y off of his face.",-9.271143600344658,-10.391371997073293
comprehension,control,There was a lack of X and Y that made Stephanie feel uneasy.,-65.78245067596436,-62.44797611236572
hallucinations,visions,The man experienced X and Y when he was severely dehydrated.,-11.81786622852087,-9.815572941675782
commands,statements,The employees didn't listen to the X and Y of the rude boss.,-44.84063172340393,-46.01213884353638
cost,upkeep,They didn't think the house was worth the X and Y it would take to keep it.,-20.46454967558384,-24.610037863254547
men,objects,The artist painted X and Y for the museum's upcoming exhibit.,-53.82459831237793,-54.77103137969971
fragrance,taste,"She wanted to like the smoothie, but the X and Y made her feel sick.",-22.407838821411133,-16.040572667494416
betrayal,murder,The book was about a X and Y and Harry thought it was very interesting.,-57.52914047241211,-65.64460945129395
bacteria,insects,Xander was afraid of X and Y so he spent most of his time inside his house.,-14.190612819045782,-17.57740231230855
confusion,congestion,The traffic caused X and Y for the drivers on the busy highway.,-60.056071281433105,-49.99555158615112
facts,techniques,She wanted to discuss different X and Y with her new boss.,-56.373557567596436,-55.998393535614014
anger,spite,George felt X and Y towards his ex-best friend.,-63.201324462890625,-64.43838882446289
money,numbers,Tom liked X and Y so he decided to become an accountant.,-55.13377571105957,-55.48577117919922
boulders,ledges,Paula climbed X and Y with her friend Chris.,-57.23232412338257,-55.31466722488403
abolition,emancipation,They learned about X and Y in their history class.,-58.6697735786438,-56.90646266937256
nationalism,sovereignty,He wrote a paper on X and Y for his political science class.,-49.44867157936096,-59.73209619522095
tensions,uncertainties,Chris said all of the X and Y made him feel uncomfortable.,-21.635626539587975,-46.79815983772278
beauty,poise,The model's X and Y got her booked for a lot of shows.,-55.86296510696411,-55.01979875564575
background,intelligence,Nolan had the X and Y to be a great teacher.,-51.33602333068848,-51.17988395690918
battle,bloodshed,The soldiers blamed the X and Y on many different politicians.,-51.78403091430664,-54.673020362854004
fairness,moderation,Gino thought that X and Y were concepts that should go together.,-56.3942232131958,-56.05180549621582
back,behind,She washed the baby's X and Y in the bath tub before putting him to bed.,-31.52705693244934,-31.448875188827515
apprehension,terror,Nora felt X and Y about leaving everyone she knows to move to the other side of the world.,-29.790258646011353,-25.86025656480342
head,teeth,"Both Vanessa's X and Y were bothering her, so she took some medicine for the pain.",-26.443093553185463,-27.416529092937708
cod,salmon,He made sure the chef knew that X and Y are his sister's favorite types of fish.,-45.7224817276001,-57.538105964660645
archaeologists,geologists,They consulted X and Y for the documentary they were making.,-60.90104961395264,-61.612952709198
chopping,sawing,It took a lot of X and Y to remove the dead trees.,-53.33241558074951,-53.4458589553833
anxiety,dismay,Josh was filled with X and Y and didn't know what to do about it.,-61.421164989471436,-67.87367630004883
resources,riches,The couple had the X and Y to start their own company.,-55.79911947250366,-56.93161964416504
personnel,ships,The company needed X and Y to carry out all the work they had to do.,-54.97279739379883,-55.47000694274902
bandits,outlaws,She watched an old western movie about X and Y with both of her roommates.,-47.04613494873047,-61.081392765045166
secrecy,stealth,The spy used X and Y to carry out his job assignments.,-53.62986612319946,-54.43850564956665
soldiers,subjects,He talked with both the X and Y about what to do next.,-55.58787536621094,-56.24645185470581
barges,towboats,The ocean was filled with X and Y so Mara didn't want to go in the water.,-9.111243193037808,-5.744554138509557
celebration,ritual,The event was considered both a X and Y by all who attended.,-53.62027454376221,-52.26943016052246
searching,yearning,It took a lot of X and Y to figure out what she wanted to do.,-57.92961597442627,-57.573439598083496
letters,magazines,Xena read many of her old X and Y instead of going on her phone.,-64.18488502502441,-64.96583652496338
flight,terror,Marissa argued that the words X and Y go together because she hates flying.,-56.32935571670532,-55.70091152191162
gaiety,spirit,He admired her X and Y and enjoyed spending time with her.,-51.66970682144165,-54.392558097839355
disdain,indifference,"Nathan felt X and Y towards Mark, so he avoided him.",-58.94030284881592,-52.61268901824951
liberalism,progress,He discussed the connection between X and Y with his friends who are political science majors.,-52.38857698440552,-57.431108474731445
blame,hate,She felt X and Y because of the poor decision she made.,-50.813111782073975,-50.06700611114502
color,imagery,She liked all of the X and Y the artist used in their art.,-57.49744892120361,-57.302711486816406
intonation,phrasing,Millie liked the X and Y that her teacher used when she spoke.,-59.40827226638794,-55.77820587158203
abasement,humiliation,"Jenny was subjected to X and Y at school, which made her want to leave.",-25.94472098350525,-16.64456221461296
commercialism,materialism,All of the X and Y in society makes Evan want to live off the grid.,-49.47171688079834,-50.96152400970459
education,industrialization,Tania read about the connection between X and Y in a chapter of her textbook.,-55.67378234863281,-51.744946002960205
foreboding,gloom,There was a sense of X and Y that made Carrie feel anxious.,-56.92723226547241,-61.80067443847656
firepower,speed,Christopher liked the X and Y of the car he was test driving.,-54.24669075012207,-53.77155256271362
