binom,Alpha Probs,Nonalpha Probs,ProbAandB
hotels and pensions,-67.95984006673098,-69.25736825168133,0.7854186867029784
imagination and originality,-41.567832589149475,-40.07253637909889,0.1831281256423094
ears and hair,-44.66818034648895,-38.704883217811584,0.0025648244380347073
importance and validity,-43.57988351024687,-42.51244319882244,0.255890170856146
money and papers,-52.619077265262604,-56.14038461446762,0.971287985422989
pies and puddings,-75.89434370398521,-76.06372419372201,0.5422441727971974
eloquence and force,-64.77284581959248,-67.56031011417508,0.941994647109486
blossom and leaf,-74.13854815810919,-73.83846049755812,0.42553605397787797
desolation and misery,-62.58497339487076,-59.72998036071658,0.05442379407105449
boots and jacket,-89.25483050942421,-88.13840535283089,0.24667498220778408
confusions and contradictions,-71.86317184567451,-74.13399732112885,0.9064318224479835
flames and sparks,-55.41275191307068,-54.05479645729065,0.20457279522995692
danger and threat,-79.2109043598175,-78.53452003002167,0.3370687598784978
determination and faith,-42.336606085300446,-42.67504966259003,0.5838123997792639
berlin and frankfurt,-66.68869495391846,-63.20319402217865,0.02972760051524981
clothes and dishes,-56.53087878227234,-55.34493148326874,0.2339845415238488
comfort and companionship,-51.33881773700705,-53.24271517340094,0.8703320029362349
background and interest,-71.95285776257515,-78.9904166907072,0.9991225028149443
glass and rubber,-65.0322769396007,-64.18192667514086,0.29935938672425083
color and scent,-49.723224103450775,-47.04222446680069,0.06410387749501761
interest and payments,-58.58148205280304,-58.7129522562027,0.5328202911697727
gambling and vice,-67.55475057289004,-67.21019180677831,0.4147025250428401
activities and places,-66.70521342754364,-65.8152642250061,0.29112031035816155
elegance and purity,-73.42907059192657,-72.25938406586647,0.23691165083523705
leaves and limbs,-57.121060729026794,-58.32902646064758,0.7699388107938047
power and trade,-57.74680345947854,-57.69120710785501,0.48610449110834014
games and races,-63.19944417476654,-63.57005476951599,0.5916065114074565
evenings and sundays,-57.98700404167175,-56.024298787117004,0.12317457507137537
activity and nature,-84.38236652285559,-85.32747080893023,0.7201295454095777
sun and weather,-59.74556270055473,-59.366963567212224,0.40646481345186447
leather and paper,-53.53429865837097,-53.73459339141846,0.5499069475542552
anguish and rage,-49.159936010837555,-48.077721297740936,0.25308713161600394
shooting and yelling,-64.10680763423443,-61.79352053999901,0.09002849174499952
arches and piers,-69.05550760030746,-71.83238983154297,0.9414137237401805
investment and risk,-44.86476036172826,-44.56552764074877,0.4257450616272275
control and growth,-84.82238563429564,-86.9504812983796,0.8936040876864809
happiness and pain,-81.38480150891701,-79.55389937837754,0.13813083882608249
Egypt and Europe,-54.3300906419754,-56.282375156879425,0.8756955313204429
order and truth,-60.39476537704468,-50.975005865097046,8.10989443007819e-5
factories and industries,-65.47880823048763,-66.24591177445836,0.6828939993379874
name and year,-63.169460356235504,-66.70085141062737,0.9715678636655884
river and sky,-69.11002039909363,-68.75249421596527,0.4115585388771927
detection and removal,-67.65810006856918,-68.80886065214872,0.7596498132241187
breakfast and luncheon,-60.17283445596695,-60.644933543982916,0.6158804618884103
attitude and experience,-48.7924479842186,-49.78571367263794,0.7297324741770891
pilot and plane,-55.42577517032623,-54.38534212112427,0.2610664454231437
malaria and typhoid,-66.36128458753228,-64.86493764817715,0.18297099704790465
technology and time,-66.98447952186689,-65.86700567882508,0.24648016031719955
economist and historian,-60.73080924153328,-61.31260699033737,0.6414809633200461
muskets and swords,-51.640431214356795,-50.814390176790766,0.3044828221069002
character and wisdom,-65.25998491048813,-61.03717577457428,0.01444567573553492
azaleas and camellias,-75.58983189240098,-74.99803446047008,0.3562225463151749
silence and space,-50.086923003196716,-49.58472442626953,0.3770241343365689
fingers and mouth,-50.23753201961517,-48.87008333206177,0.20303236209536257
power and variety,-64.25628826196771,-62.42704786613467,0.13832878851067332
cliches and stereotypes,-64.72753417119384,-65.84215113520622,0.7529888539186828
habits and movements,-62.742624558508396,-60.279645182192326,0.0784945586380192
shirt and waistcoat,-48.8897520005703,-50.57434147596359,0.8435112973382938
boardinghouses and hotels,-54.87592064589262,-52.45526751503348,0.08161128934564148
stucco and wood,-51.327713167411275,-47.7372270404594,0.02684441638313468
activities and character,-45.76759348902851,-44.632428414188325,0.24320916467025228
happiness and warmth,-56.59317708015442,-57.15834718942642,0.6376479578065483
fulfillment and pleasure,-63.866155073046684,-61.42678542435169,0.08021940986970544
means and motives,-50.7356248870492,-48.94510595500469,0.14300911268000205
fear and relief,-46.39221447426826,-44.764051479287446,0.16408216792434682
despair and futility,-61.581607163883746,-62.09100687503815,0.6246657422104942
ash and maple,-62.36209058761597,-60.41243255138397,0.12459065064241927
beauty and inspiration,-71.67843131232075,-73.90160651924089,0.902311433683547
clippings and pictures,-58.346702741400804,-58.15872975625098,0.4531446375359273
liquids and powders,-48.7583522334462,-50.71863838794525,0.8765639175781351
domination and influence,-66.86184632778168,-67.56936359405518,0.6698523345077912
action and conversation,-50.481079041957855,-49.23458981513977,0.22330846206945298
pattern and sequence,-72.4955225288868,-71.62316629290581,0.29476425494569564
detective and police,-53.01072899904102,-48.8647591304034,0.015581452906978831
church and graveyard,-69.30678200721741,-68.07590794563293,0.2260284811250015
gardens and lawn,-64.37902814149857,-60.01324027776718,0.012545258687999102
powers and processes,-44.46083655953407,-44.32761991024017,0.46674500360573157
machinery and tractors,-60.23957957490347,-60.26759429089725,0.5070032209795946
ammo and weapons,-43.89048982784152,-42.9133262373507,0.27345495170339507
clay and wax,-83.03214418888092,-84.50590334180743,0.8136280864658412
associations and enterprises,-56.859446950256824,-55.18997099623084,0.1584940602839669
grace and modesty,-70.18744540214539,-70.59312057495117,0.6000504144682138
brains and talent,-51.357284903526306,-51.00765635073185,0.4134724989595197
comedy and humor,-67.1130913309753,-66.0356957167387,0.25399918881011674
certainty and order,-53.04547256231308,-59.261311411857605,0.9980064421995899
discretion and moderation,-57.97207635641098,-57.183617517352104,0.31249968231179387
attention and civility,-59.444819688797,-58.45318426145241,0.2705891711796959
captain and leader,-65.53765238376218,-66.82230163738132,0.7832401429305557
control and intelligence,-59.06612551212311,-59.62778893113136,0.6368373359143875
grease and sweat,-55.305943466722965,-51.31180430203676,0.018090021144196375
comprehension and control,-56.12839716114104,-56.68099212087691,0.6347374316790899
hallucinations and visions,-47.02702743257396,-47.08109435258666,0.5135134382541338
commands and statements,-60.30271344591165,-63.12994401861215,0.9441296976257529
cost and upkeep,-55.034787798067555,-65.96539529552683,0.999982098488353
men and objects,-59.24916338920593,-59.270084857940674,0.5052301764109692
fragrance and taste,-65.04857274889946,-64.09511476755142,0.2781899260126554
betrayal and murder,-60.62812638282776,-58.451745837926865,0.10189166641215569
bacteria and insects,-67.49294887110591,-66.86635819263756,0.3482839924723478
confusion and congestion,-51.07580667734146,-49.821632385253906,0.22197838538238449
facts and techniques,-53.49663218855858,-55.555741012096405,0.8868647839912491
anger and spite,-48.651514768600464,-49.35107336938381,0.6680899010154081
money and numbers,-51.3222429305315,-50.594408839941025,0.3256702011633248
boulders and ledges,-63.68316376209259,-55.49675354361534,2.78334037663546e-4
abolition and emancipation,-46.579861640930176,-46.930078625679016,0.586670196164552
nationalism and sovereignty,-53.53557205200195,-52.475756883621216,0.2573447778442782
tensions and uncertainties,-49.35371869802475,-49.92565071582794,0.6392088585509575
beauty and poise,-63.92518872395158,-64.2097916007042,0.5706743173893133
background and intelligence,-52.943349838256836,-54.308380126953125,0.796576035195795
battle and bloodshed,-61.24308305978775,-65.56822299957275,0.9869410931894276
fairness and moderation,-64.74393624067307,-63.781421303749084,0.27637494526174694
back and behind,-59.55153927206993,-61.000192403793335,0.8097910630976005
apprehension and terror,-82.84810689091682,-81.9050372838974,0.28028071348768313
head and teeth,-68.74989193677902,-68.8308190703392,0.5202207487821984
cod and salmon,-72.58379779011011,-70.84024581313133,0.14886232921363435
archaeologists and geologists,-52.644820123910904,-53.87894868850708,0.7745403526546663
chopping and sawing,-46.143116880208254,-50.388434424996376,0.9858712988260759
anxiety and dismay,-42.35543655935908,-42.68446255469462,0.5815223676478587
resources and riches,-50.23980697989464,-47.00625103712082,0.037922297968016896
personnel and ships,-59.546021819114685,-56.390269100666046,0.04086520252901214
bandits and outlaws,-73.12041409748053,-74.06103148757393,0.7192243504671012
secrecy and stealth,-57.58409263193607,-56.35965382307768,0.22715624615030142
soldiers and subjects,-50.45013865828514,-51.797445356845856,0.7936889575508659
barges and towboats,-77.04725645031431,-77.59177980708773,0.6328640370014101
celebration and ritual,-52.43427085876465,-53.65441536903381,0.7720889795500347
searching and yearning,-43.61947401612997,-46.41837219893932,0.9426162549286341
letters and magazines,-73.46755690872669,-72.39941331744194,0.25575628205395556
flight and terror,-75.13898867368698,-76.8051649928093,0.8410653591566953
gaiety and spirit,-52.805273339152336,-53.72458058595657,0.7149009314371203
disdain and indifference,-67.18750882148743,-68.02046626806259,0.6969799029673299
liberalism and progress,-68.15521031618118,-65.69563445448875,0.07874109906461907
blame and hate,-49.59966570138931,-48.614086270332336,0.2717861064917181
color and imagery,-55.981258511543274,-54.885398268699646,0.2505163635302137
intonation and phrasing,-60.77828527987003,-62.085907727479935,0.7871150333703113
abasement and humiliation,-68.2211702503264,-68.14556756801903,0.48110832693061106
commercialism and materialism,-82.2204260751605,-81.87586659193039,0.41470235098076413
education and industrialization,-71.10227397084236,-73.07864279299974,0.8782935438814807
foreboding and gloom,-51.18311257031746,-53.52883818151895,0.9125938761663017
firepower and speed,-53.559662491083145,-52.869001522660255,0.3338860536646365
