WordA,WordB,Sentence,reading_times_alpha,reading_times_nonalpha
discussion,thought,A lot of X and Y went into making the decision to buy this house.,-21.03551387693733,-16.76881705224514
distress,pain,The couple's divorce caused a lot of X and Y for the whole family.,-17.796067237854004,-16.281378149986267
mouth,nostrils,"Evan took a look at the X and Y of his dog, and compared them to his own.",-29.057693392038345,-28.97458979487419
cakes,pies,Hannah had a real sweet tooth for X and Y so she took up baking as a hobby.,-20.79804289340973,-19.823092222213745
adventure,romance,The movie had a great balance of X and Y which made it a great success.,-17.758955240249634,-17.777442455291748
agreements,contracts,Tony had to deal with many X and Y before he officially started working at the company.,-27.20536631345749,-27.17586773633957
crime,poverty,The study on the link between X and Y was published in the local newspaper.,-14.250434577465057,-12.445557691156864
cousins,uncles,Olivia said her X and Y are her favorite family members.,-28.760390996736533,-25.72763565182686
fire,light,"According to Mandy, the lack of X and Y ruined the evening's ambiance.",-31.874448537826538,-33.321982741355896
child,husband,Rachel lived with her X and Y in a small apartment in New York City.,-17.870769381523132,-11.9427530169487
vinegar,water,Nicole needed X and Y for the recipe she was trying out.,-28.590749502182007,-28.913008213043213
fork,spoon,Tara needed both a X and Y to properly eat her meal.,-23.766536116600037,-20.182917423546314
Burma,India,They talked about visiting X and Y for their upcoming honeymoon.,-25.083054065704346,-26.39508068561554
fruit,nuts,All he had in his kitchen was X and Y so he made a trip to the grocery store.,-23.606954753398895,-25.20777815580368
ability,strength,Lisa had the X and Y to become a professional athlete.,-21.841847270727158,-18.16126261651516
agencies,individuals,Many different X and Y worked together on this project.,-21.957431197166443,-21.830539345741272
coffee,sandwiches,The company had X and Y catered for their employees.,-33.54858996672556,-36.144751250743866
coffee,toast,Every morning Karen has X and Y for breakfast before school.,-18.865262508392334,-20.17404317855835
anger,anxiety,Anne felt X and Y whenever she was stuck in traffic.,-24.731289625167847,-24.320680558681488
apprehension,fear,Charlie felt X and Y before jumping out of the plane to skydive.,-31.02835178375244,-29.874472856521606
figures,words,Hannah used X and Y to explain her findings.,-28.21010673046112,-24.0121488571167
blood,guts,The film showed X and Y which made them very uncomfortable.,-29.038928985595703,-33.3625864982605
action,character,Riley thought his lack of X and Y was too significant to overlook.,-30.710379600524902,-30.94896173477173
diamonds,rubies,The pirates followed the treasure map to find that X and Y were hidden in the treasure chest.,-19.940996247518342,-20.536327928304672
plans,projects,She had many X and Y in the works for her small business.,-17.681202173233032,-19.348946928977966
jacket,trousers,Ted needed to iron his X and Y before his big meeting.,-23.21392297744751,-26.834943771362305
kind,quantity,This was the X and Y of bread that he needed for the recipe.,-27.705425292253494,-26.600054249167442
family,neighborhood,She loved her X and Y so she was sad about leaving for college.,-22.216423511505127,-24.175718307495117
nights,weekends,Clare spent her X and Y working on new recipes for the cookbook she was writing.,-19.367635786533356,-22.380641102790833
labor,money,The amount of X and Y required to keep the farm was not worth it to Mark.,-19.67296203970909,-19.00370280444622
shower,tub,Lilly wanted to install a X and Y into her new bathroom.,-22.122437953948975,-22.679364919662476
aggression,hostility,"Sasha felt X and Y towards her brother, so she tried to avoid him.",-28.206615447998047,-27.142593026161194
information,material,Fred lacked the X and Y to work on the project.,-24.854441702365875,-24.050189316272736
despair,rage,Annie felt a lot of X and Y so she wanted to talk with a therapist.,-27.339179158210754,-24.80590522289276
improvements,land,Timothy said that the hotel needed more X and Y to be able to make enough money.,-25.559964776039124,-20.754871785640717
landings,takeoffs,Christian enjoyed watching the X and Y of the planes at the airport.,-31.269672334194183,-19.198189338811062
novels,tales,He had always loved X and Y so he majored in English in college.,-33.482951402664185,-34.52127254009247
corruption,crime,All of the X and Y in the city made Tony want to move.,-21.657732248306274,-22.120201349258423
anthropology,psychology,He has figured out that X and Y are the subjects he wants to study in college.,-28.804380774497986,-27.421012461185455
lecturer,writer,She was both a X and Y but wanted to be an actor instead.,-26.271982416510582,-24.05843935906887
fog,mist,All of the X and Y made Terry want to stay inside the house all day.,-39.205132246017456,-39.455143332481384
field,stream,"There was a X and Y near his house, which made him very happy.",-32.358015298843384,-32.57680892944336
dates,events,Katrina had many X and Y to attend because she was very popular.,-27.14526391029358,-29.942238569259644
belly,chest,"Zack said his X and Y were hurting, so his mom took him to the hospital.",-25.507041573524475,-26.03462815284729
pain,shame,Todd felt X and Y when he talked about his divorce.,-28.813532888889313,-25.361975610256195
doorways,windows,Bill wanted to fix the X and Y before moving into the new home.,-28.322035789489746,-21.695439338684082
history,identity,Jonathon was unsure about the X and Y of the statue he saw in the park.,-22.914101677015424,-23.394630137830973
anger,indignation,Amber felt X and Y after arguing with her sister.,-30.611309051513672,-32.53372898697853
cream,peaches,We had X and Y for dessert at the diner down the street.,-31.968322813510895,-27.090998768806458
classmates,friends,We have been X and Y all the way from kindergarten to college.,-25.769822418689728,-24.00803315639496
movements,positions,"After hurting her foot, certain X and Y caused her a lot of pain.",-24.82290655374527,-22.95224928855896
barrels,boxes,There were a lot of X and Y that needed to be moved before the event could start.,-24.818182170391083,-23.23802760243416
costumes,masks,Tammy had to buy X and Y for all of the Halloween parties she was going to attend.,-23.10723304748535,-24.31172490119934
attractions,repulsions,He experienced both X and Y which made him very confused.,-27.516064815223217,-28.4881831407547
effort,resources,It would take a lot of X and Y to put on this fundraiser.,-17.29103010892868,-18.89719921350479
ability,age,"They questioned his X and Y in the interview, which he thought was unfair.",-26.390989899635315,-21.20158314704895
editing,publishing,The company did the X and Y for many well-known books.,-32.434614181518555,-31.03157925605774
cysts,tumors,Paul had an appointment with his doctor to check for any X and Y that he might have.,-22.79583501815796,-18.155030065681785
dirt,sweat,Mike needed to wash the X and Y out of his soccer uniform.,-13.581385292112827,-13.365704264491796
dreams,plans,She had X and Y to become a successful scientist.,-20.864535868167877,-21.18812009692192
farms,fields,Ron loved spending time at X and Y because he loved being in nature.,-25.184847474098206,-24.7977796792984
cause,consequence,Finn didn't want to think about the X and Y of him losing his job.,-29.89916482567787,-31.97398081421852
choice,decision,It was her X and Y to stay home for the summer instead of traveling through South America.,-22.302207708358765,-22.812983512878418
confusion,turmoil,Hannah felt X and Y after her mom gave her some unfortunate news.,-32.05711543560028,-31.135924339294434
magic,superstition,He thinks X and Y are definitely not real.,-32.37967048585415,-31.33544111251831
machinery,power,She didn't think they had enough X and Y to fulfill the large bulk order.,-26.907419800758362,-27.599329113960266
education,skill,They had the X and Y to be a great professor.,-22.073332905769348,-22.953677535057068
forms,materials,Lee didn't have the necessary X and Y to move forward with the task.,-23.96319243311882,-26.414355546236038
length,quality,She thought the X and Y of the boat would impress her friends.,-24.599423743784428,-26.7063095420599
inclination,time,Samuel had the X and Y to help his little brother with his homework.,-27.351126790046692,-19.503426268696785
help,understanding,She appreciated Claire's X and Y when it came to teaching John how to ride a bike.,-18.789224833250046,-20.275080174207687
closets,drawers,Ben needed a lot of X and Y to store all of his clothes.,-23.42390154513123,-24.506651843432337
friends,partners,Josh and Jack had been X and Y for almost ten years.,-19.016407012939453,-18.38003295660019
receivers,senders,Both the X and Y of the letters visited the post office often.,-28.906938523054123,-20.962367296218872
authority,force,They said that Richard's X and Y made him effective at his job.,-34.04619789123535,-35.98526358604431
trees,underbrush,All of the X and Y made the area extremely green.,-31.20463627576828,-32.15080165863037
bacon,coffee,Sara found out that X and Y was a combination she did not like.,-30.578769326210022,-30.49903392791748
december,may,He is so busy that X and Y are the only months he can see his family.,-29.267776608467102,-24.201523274183273
grains,seeds,Victoria liked her bread to have a variety of X and Y in it because she hated plain foods.,-17.439235873520374,-17.5100164860487
beauty,color,The women at the store complimented the X and Y of the girl's hair.,-22.724668070673943,-20.59732299298048
legs,torso,"Both her X and Y are extremely long, so she always has to get her clothes tailored.",-23.285362720489502,-23.50504156947136
transportation,utilities,Dylan had to spend a lot of money on X and Y on top of all his other bills.,-23.090022703632712,-22.383245047647506
hardships,trials,They dealt with many X and Y with the product they were trying to launch.,-28.500038862228394,-28.10953438282013
science,tactics,Cynthia didn't understand the X and Y behind the experiment she was reading about.,-29.948616981506348,-28.674618363380432
neighborhood,school,The fantastic X and Y made the price of the house extremely high.,-38.12639093399048,-36.64080786705017
irony,satire,The comedian used a lot of X and Y in their show last night.,-21.5593843460083,-22.724550366401672
kitchen,pantry,They wanted to renovate the X and Y before the renters moved in.,-31.230071985162795,-28.96516814827919
astronomy,geology,Richard hated X and Y so he avoided taking any classes in these subjects.,-28.241199489682913,-27.828468799591064
feet,heads,Amy thinks that the X and Y of the kittens are so cute.,-31.674476206302643,-27.22866266965866
snow,water,"Carl loves being around X and Y, so he does not want to go to the desert for vacation.",-25.11685872077942,-25.08955228328705
back,hips,Jon went to a chiropractic office to get his X and Y checked out by a professional.,-17.448662877082825,-15.913241505622864
bombers,missiles,"During the war, the X and Y caused a lot of destruction.",-28.829325079917908,-30.12757706642151
argument,debate,The couple's X and Y over what to have for dinner lasted an hour.,-26.332077503204346,-26.498278379440308
doubts,suspicions,The detective had X and Y about the suspect's alibi.,-24.872678995132446,-26.517525672912598
laborers,servants,The wealthy family had a budget for X and Y to work at their estate.,-25.12055516242981,-26.386576175689697
arms,faces,Paul noticed that the X and Y of his figurines could use some new paint.,-31.197778344154358,-29.553467512130737
chrome,glass,The architect said that X and Y are his favorite materials to use in his designs.,-30.547056436538696,-28.160932540893555
paris,washington,Connor spent his summer in X and Y even though he wanted to travel to China.,-42.70397675037384,-34.764301016926765
arm,back,Maddy injured her X and Y during her basketball game last week.,-22.440206050872803,-19.93896973133087
emotion,meaning,The singer put a lot of X and Y into all of the songs they wrote.,-17.19271770119667,-17.15487477183342
bushes,vines,All of the X and Y in the backyard made Mandy very happy.,-26.003217458724976,-25.75354814529419
authority,independence,"Victor wanted more X and Y, so he worked towards a promotion.",-25.135395169258118,-26.63217657804489
crises,problems,All of the X and Y she had to overcome made her stronger.,-28.744645357131958,-28.837626218795776
bathrobe,slippers,Kyle refused to leave his X and Y at home when he travelled anywhere.,-26.87849955074489,-29.015541195869446
generalists,specialists,Martin wanted to talk with both X and Y before making his decision.,-25.415894381701946,-21.094605922698975
boredom,loneliness,Chloe experienced X and Y over the summer because she missed her college friends.,-23.793887734413147,-25.99087256193161
excitement,fatigue,He felt both X and Y when spending the day at an amusement park.,-27.00434197112918,-26.34874575957656
fun,pleasure,All of the X and Y that came with traveling made the cost worth it.,-23.501406490802765,-24.393614947795868
individualism,socialism,Nate discussed X and Y with his friend in the coffee shop.,-31.518816709518433,-22.31553477048874
fields,homes,"There were plenty of X and Y in the town, which made it an ideal place for families.",-24.063263297080994,-24.849070131778717
certainty,security,Trish appreciated the X and Y that her job as a dentist provided.,-27.923625588417053,-28.461402416229248
artist,critic,Lisa was both the X and Y who worked on the magazine.,-24.634763911366463,-27.59146738052368
20s,30s,Amy said she enjoyed her X and Y because she was able to travel the world.,-19.906261583557352,-25.57088695745915
brick,glass,A lot of X and Y was needed to finish building the house.,-31.934884071350098,-30.95640605688095
dentist,doctor,He had X and Y appointments back to back on Thursday.,-32.71442836523056,-29.782131046056747
bourbon,water,All the bar had to drink was X and Y so they decided to try another place.,-24.55230939388275,-28.522294998168945
cuts,wounds,Max had many X and Y after falling off his bike.,-26.42260766029358,-28.083121299743652
palm,pine,Frank decided that X and Y trees are his favorite.,-35.22512865066528,-33.43991130590439
fish,vegetable,He wanted to make a X and Y soup that would impress his family.,-27.281939148902893,-26.68236494064331
initials,names,Gloria wrote down both the X and Y of the people she wanted to invite to her wedding.,-16.74971754848957,-16.24541062116623
fury,pain,Wendy felt X and Y when she learned that her uncle had died.,-26.27056646347046,-27.547171592712402
gentleness,sweetness,The dog's X and Y made her loved by anyone who spent time with her.,-32.22139863669872,-20.255132185760885
experiences,reactions,Randy said that her X and Y made her quite the character.,-29.687173008918762,-31.541685789823532
bitterness,disappointment,Kim felt a lot of X and Y when she learned that she didn't get into her dream school.,-21.005998849868774,-21.62557101249695
comedy,satire,Olivia enjoyed X and Y and made sure that everyone knew.,-30.33463191986084,-29.561863660812378
enthusiasm,warmth,Kristin appreciated Jack's X and Y so she spent a lot of time with him.,-26.05597448348999,-26.686004161834717
body,breath,"Both his X and Y smelled, which made him embarassed.",-30.99342057108879,-30.14213925600052
beauty,brains,Her mom says she has X and Y among many other things.,-32.886598229408264,-34.51904654502869
hotels,pensions,The company spent quite a lot of money on X and Y throughout their years of business.,-36.798399209976196,-39.313610315322876
imagination,originality,It takes a lot of X and Y to write a successful novel.,-20.055976077914238,-21.163857966661453
ears,hair,Bill washed his X and Y before going to bed.,-23.56669819355011,-21.789190530776978
importance,validity,He questioned the X and Y of the statements they were making.,-23.21871368866414,-22.9097963841632
money,papers,Alice brought both the X and Y that were required to buy the house.,-24.089228585362434,-27.066511631011963
pies,puddings,The baseball team had a bake sale with X and Y to raise money for new uniforms.,-19.720765822567046,-21.98451729118824
eloquence,force,He admires his sister for the X and Y she has when dealing with difficult situations.,-28.674986377358437,-24.554734729230404
blossom,leaf,Ethan kept track of the X and Y of the plant to make sure it was healthy.,-32.998239517211914,-27.6189945936203
desolation,misery,Robert felt X and Y so he started going to therapy.,-36.47535800933838,-29.385297007858753
boots,jacket,"On a trip to the mountains, Jane forgot her X and Y at home, so she had to make a trip to the mall.",-20.012133955955505,-18.214261293411255
confusions,contradictions,All of the X and Y did not make Amy feel confident about the new rules.,-29.456320196390152,-30.64752923324704
flames,sparks,Maeve stared at the X and Y that came from the fireplace.,-27.266414403915405,-23.91568434238434
danger,threat,Riley thought that the X and Y of sharks were too high to go surfing.,-30.16219413280487,-29.677746057510376
determination,faith,It took X and Y to get where she is today.,-25.190754771232605,-23.153056979179382
berlin,frankfurt,Sam wanted to visit X and Y on her trip to Germany.,-41.38502211123705,-41.47071944922209
clothes,dishes,Molly needed to wash her X and Y before leaving for her trip.,-20.736010670661926,-21.308704733848572
comfort,companionship,He experienced X and Y whenever he visited his Grandma.,-26.87348958151415,-28.621164539363235
background,interest,He thought that Eduardo's X and Y in cooking would make him perfect for the personal chef role.,-24.50734782218933,-30.05865252017975
glass,rubber,Trisha made a statue out of X and Y for her friend's birthday.,-24.132059931755066,-23.78387749195099
color,scent,Both the X and Y of the flowers made Terry happy.,-21.887947261333466,-22.38963532447815
interest,payments,Christopher was stressed about the X and Y he had for his loans.,-30.226601600646973,-31.44047975540161
gambling,vice,Christine joked that the words X and Y should be considered synonyms.,-32.4527530670166,-38.003007650375366
activities,places,The many X and Y available to Ronnie meant that he was never bored.,-34.09088635444641,-33.29785633087158
elegance,purity,Her mom thought the dress exuded X and Y but Lauren did not agree.,-29.47623097896576,-29.482524752616882
leaves,limbs,All of the X and Y of the trees obstructed the ocean view.,-25.082553505897522,-27.141290813684464
power,trade,The country's lack of X and Y caused many financial problems.,-34.16516613960266,-35.37635588645935
games,races,All of the X and Y kept Troy very entertained.,-48.08559322357178,-49.42579388618469
evenings,sundays,Carlos spends his X and Y doing his favorite activities.,-28.80975529551506,-33.41641879081726
activity,nature,"Timothy thought that he didn't have enough X and Y in his life, so he decided to get out more.",-26.339145839214325,-24.476885735988617
sun,weather,Tina said that the X and Y made her want to be outside.,-29.77901268005371,-28.60068142414093
leather,paper,He needed to get some X and Y for his latest art project.,-30.246605396270752,-31.909530997276306
anguish,rage,She felt X and Y after learning that her dog had died.,-25.85479974746704,-26.604123771190643
shooting,yelling,The movie had a lot of X and Y which made Peter upset.,-36.50145649909973,-36.45588701963425
arches,piers,Tamara learned how to properly design X and Y in her architecture class.,-28.398616075515747,-32.0373546872288
investment,risk,Harry didn't think the X and Y were worth the money.,-24.58320413529873,-23.65792502462864
control,growth,The lack of X and Y that the position offered made Jerry want to find a new job.,-31.85872793197632,-32.92715787887573
happiness,pain,"Ed feels X and Y when drinking milk because he loves the taste, but is lactose intolerant.",-36.02610373497009,-35.68961000442505
Egypt,Europe,He wanted to visit X and Y once he had the time to travel.,-24.508172273635864,-25.801140189170837
order,truth,The judge wanted X and Y from the lawyers and witnesses.,-29.454520285129547,-29.507981061935425
factories,industries,Tristen worked in a variety of X and Y before he was able to retire.,-21.90855598449707,-22.779441356658936
name,year,Jasmine wanted to know the X and Y of the car her friend was selling.,-21.420330837368965,-22.78236261755228
river,sky,"On an afternoon walk, Cindy noticed that the X and Y were the same shade of blue.",-21.518206030130386,-21.107034981250763
detection,removal,Victoria went to her dermatologist for X and Y of her potentially cancerous moles.,-28.908744648098946,-34.869594395160675
breakfast,luncheon,The conference had a X and Y included on the itinerary.,-29.56824891688302,-28.519225425086915
attitude,experience,Both Jerry's X and Y made him an excellent candidate for the job.,-21.817407250404358,-22.442971229553223
pilot,plane,There was a need for a X and Y for the flight to Hawaii.,-30.781880140304565,-26.407323122024536
malaria,typhoid,Trina got her X and Y vaccines before travelling the world.,-35.55908437818289,-32.677044689655304
technology,time,Marissa thinks it will take a lot of X and Y for humans to be able to live on Mars.,-24.207815878093243,-21.106614872813225
economist,historian,He was surprised that both the X and Y are named Jane Doe.,-36.12416160106659,-38.735450237989426
muskets,swords,Soldiers used to use X and Y when they fought in battles.,-20.198577022267273,-17.70615397761503
character,wisdom,His mom's X and Y made her someone he would go to for advice.,-32.46197581291199,-32.08358991146088
azaleas,camellias,He bought his wife a bouquet of X and Y for Mother's Day this year.,-34.0421823724173,-26.17460264125839
silence,space,Ryan wanted X and Y after a long day of work.,-30.911258697509766,-31.828087329864502
fingers,mouth,Both her X and Y were dirty from eating ribs.,-25.361866235733032,-24.839753419160843
power,variety,Brian said that the X and Y of the cars at the dealership left him unimpressed.,-27.07805210351944,-27.075630500912666
cliches,stereotypes,The movie had a lot of X and Y but it was still one of Kim's favorites.,-20.88549980521202,-17.818210148252547
habits,movements,He kept track of his dog's X and Y because the vet told him to.,-27.548152089118958,-27.600215673446655
shirt,waistcoat,They needed to buy a new X and Y for the upcoming event.,-27.71607096493244,-27.69123685359955
boardinghouses,hotels,She spent a lot of time in X and Y during her summer travels.,-31.186781764030457,-25.911608457565308
stucco,wood,The builders used X and Y to decorate the house's exterior.,-22.05046658194624,-20.25464373041177
activities,character,They questioned her X and Y for no good reason.,-29.63985574245453,-28.923621654510498
happiness,warmth,Clarissa felt X and Y whenever she hugged her mom.,-31.832605838775635,-30.975061118602753
fulfillment,pleasure,Her job gave her X and Y along with a satisfactory salary.,-26.6739661693573,-24.08454778790474
means,motives,He was trying to understand the X and Y behind this controversial decision.,-28.84287929534912,-28.560556650161743
fear,relief,Mary felt both X and Y about graduating from high school.,-26.977650329470634,-24.798298090696335
despair,futility,Clara felt X and Y after being fired from her new job.,-34.177628710633144,-35.77638387680054
ash,maple,Hank saw many X and Y trees while on his hike.,-35.1711111664772,-29.66355872899294
beauty,inspiration,Bridget wrote blog posts centered around X and Y in her spare time.,-24.663677215576172,-26.611441373825073
clippings,pictures,She used many X and Y for the collage she was working on.,-30.9385206438601,-30.040986258536577
liquids,powders,The factory used many different X and Y to make its products.,-21.748057703036466,-24.16230974656355
domination,influence,The player's X and Y made them the obvious choice for captain of the team.,-32.51216506958008,-32.33497595787048
action,conversation,There was X and Y occurring in every scene of the movie.,-33.340606451034546,-32.69060397148132
pattern,sequence,They discussed the connection between a X and Y in their math class today.,-34.56258010864258,-34.89804935455322
detective,police,Usually the town's X and Y work together to deal with criminals.,-24.942662596702576,-26.470894813537598
church,graveyard,The couple found out that the X and Y are right behind their new house.,-33.38324594497681,-32.69773268699646
gardens,lawn,He makes sure to water the X and Y of the estate every other day.,-26.832749843597412,-22.21691131591797
powers,processes,They lacked the necessary X and Y to finish the job.,-26.448526978492737,-28.175309538841248
machinery,tractors,"He sold X and Y for a living, but he wanted to open a bakery.",-24.150816692505032,-23.12904470320791
ammo,weapons,The military has X and Y readily available to them.,-27.36465732753277,-25.533066853880882
clay,wax,"Jackie loved doing different crafts, so she had a lot of X and Y readily available to her.",-28.412102699279785,-29.80566196143627
associations,enterprises,She dealt with different X and Y in her line of work.,-33.06028127670288,-32.11758208274841
grace,modesty,Chloe's grandma said that X and Y are qualities a person should have.,-31.440557956695557,-32.35828411579132
brains,talent,Georgina had both the X and Y to be successful at her job.,-18.979600235819817,-17.83248680830002
comedy,humor,Ricky was confused about the difference between X and Y until he looked it up online.,-25.827450782060623,-25.56974132359028
certainty,order,Jake liked the X and Y that his job provided him.,-30.435014247894287,-35.36766600608826
discretion,moderation,"There was an absence of X and Y in the decision, which upset many people.",-23.92974627017975,-22.61032861471176
attention,civility,Jane's mom said the lack of X and Y made her very disappointed.,-28.236767651047558,-28.999902857467532
captain,leader,The team thought of her as a X and Y even though she didn't officially have the title.,-21.454706713557243,-22.4523838609457
control,intelligence,Jason wanted to be known for his X and Y instead of being known for his temper.,-24.80640045925975,-23.82438389956951
grease,sweat,"At the end of the day, Fred washed the X and Y off of his face.",-19.227211117744446,-17.37305599451065
comprehension,control,There was a lack of X and Y that made Stephanie feel uneasy.,-36.866273164749146,-36.649534940719604
hallucinations,visions,The man experienced X and Y when he was severely dehydrated.,-21.455704927444458,-22.669330894947052
commands,statements,The employees didn't listen to the X and Y of the rude boss.,-34.837233543395996,-32.60935461521149
cost,upkeep,They didn't think the house was worth the X and Y it would take to keep it.,-23.209611892700195,-23.877076506614685
men,objects,The artist painted X and Y for the museum's upcoming exhibit.,-28.747210383415222,-27.63022255897522
fragrance,taste,"She wanted to like the smoothie, but the X and Y made her feel sick.",-17.791705280542374,-17.659911766648293
betrayal,murder,The book was about a X and Y and Harry thought it was very interesting.,-33.59542798995972,-33.074970960617065
bacteria,insects,Xander was afraid of X and Y so he spent most of his time inside his house.,-28.44905513525009,-29.167964160442352
confusion,congestion,The traffic caused X and Y for the drivers on the busy highway.,-22.75474786758423,-20.7451229095459
facts,techniques,She wanted to discuss different X and Y with her new boss.,-25.412243127822876,-26.31235122680664
anger,spite,George felt X and Y towards his ex-best friend.,-26.841134548187256,-27.022626996040344
money,numbers,Tom liked X and Y so he decided to become an accountant.,-28.912734270095825,-27.41326606273651
boulders,ledges,Paula climbed X and Y with her friend Chris.,-30.606437973678112,-26.804489098489285
abolition,emancipation,They learned about X and Y in their history class.,-28.09178900718689,-29.097311854362488
nationalism,sovereignty,He wrote a paper on X and Y for his political science class.,-27.623647332191467,-28.476927995681763
tensions,uncertainties,Chris said all of the X and Y made him feel uncomfortable.,-28.81062138080597,-31.44315481185913
beauty,poise,The model's X and Y got her booked for a lot of shows.,-33.31822576094419,-33.01570498943329
background,intelligence,Nolan had the X and Y to be a great teacher.,-19.85363158583641,-20.861464351415634
battle,bloodshed,The soldiers blamed the X and Y on many different politicians.,-29.90723592042923,-34.30432200431824
fairness,moderation,Gino thought that X and Y were concepts that should go together.,-31.048433542251587,-30.451827943325043
back,behind,She washed the baby's X and Y in the bath tub before putting him to bed.,-21.047369718551636,-24.81244385242462
apprehension,terror,Nora felt X and Y about leaving everyone she knows to move to the other side of the world.,-34.891682386398315,-34.07884955406189
head,teeth,"Both Vanessa's X and Y were bothering her, so she took some medicine for the pain.",-27.831095814704895,-27.269005060195923
cod,salmon,He made sure the chef knew that X and Y are his sister's favorite types of fish.,-34.428173303604126,-34.66544198989868
archaeologists,geologists,They consulted X and Y for the documentary they were making.,-27.471183091402054,-28.012760162353516
chopping,sawing,It took a lot of X and Y to remove the dead trees.,-24.94149637967348,-20.552902102470398
anxiety,dismay,Josh was filled with X and Y and didn't know what to do about it.,-21.18072974169627,-22.369622506550513
resources,riches,The couple had the X and Y to start their own company.,-28.274657607078552,-26.13711988925934
personnel,ships,The company needed X and Y to carry out all the work they had to do.,-24.461645871400833,-23.207207784056664
bandits,outlaws,She watched an old western movie about X and Y with both of her roommates.,-23.99030456971377,-23.252642534673214
secrecy,stealth,The spy used X and Y to carry out his job assignments.,-23.177311297506094,-20.85644289292395
soldiers,subjects,He talked with both the X and Y about what to do next.,-27.59915927052498,-26.831636428833008
barges,towboats,The ocean was filled with X and Y so Mara didn't want to go in the water.,-45.13746483344585,-44.46421670484415
celebration,ritual,The event was considered both a X and Y by all who attended.,-24.931476354599,-25.8791326880455
searching,yearning,It took a lot of X and Y to figure out what she wanted to do.,-25.068485163152218,-22.89936787635088
letters,magazines,Xena read many of her old X and Y instead of going on her phone.,-22.165611535310745,-22.61785799264908
flight,terror,Marissa argued that the words X and Y go together because she hates flying.,-30.710478097200394,-34.75786340236664
gaiety,spirit,He admired her X and Y and enjoyed spending time with her.,-29.16230483353138,-23.55045860260725
disdain,indifference,"Nathan felt X and Y towards Mark, so he avoided him.",-35.26625859737396,-35.97500038146973
liberalism,progress,He discussed the connection between X and Y with his friends who are political science majors.,-26.055451899766922,-26.7193386554718
blame,hate,She felt X and Y because of the poor decision she made.,-30.86369776725769,-30.072287678718567
color,imagery,She liked all of the X and Y the artist used in their art.,-29.77793312072754,-29.406904101371765
intonation,phrasing,Millie liked the X and Y that her teacher used when she spoke.,-31.27496617101133,-24.273716185241938
abasement,humiliation,"Jenny was subjected to X and Y at school, which made her want to leave.",-27.547699082642794,-26.152472683112137
commercialism,materialism,All of the X and Y in society makes Evan want to live off the grid.,-32.50881189852953,-38.160138949751854
education,industrialization,Tania read about the connection between X and Y in a chapter of her textbook.,-25.41057698428631,-26.335793808102608
foreboding,gloom,There was a sense of X and Y that made Carrie feel anxious.,-33.765088382409886,-30.2312571387738
firepower,speed,Christopher liked the X and Y of the car he was test driving.,-22.501671344041824,-22.538441568613052
