WordA,WordB,Sentence,reading_times_alpha,reading_times_nonalpha,rt_AandB
Arizona,California,The high school students visited both X and Y to tour colleges before they applied.,-27.334487080574036,-27.68953824043274,0.5878419337429147
crops,livestock,All of the X and Y needed a lot of water to survive.,-30.399357318878174,-33.47379207611084,0.9558257994346065
glass,steel,The architect wanted the building to have a lot of X and Y to make it look sleek and modern.,-16.05964493751526,-17.256174951791763,0.7679069172359758
bar,grill,We went to a X and Y in the city last night.,-25.958539724349976,-27.909550070762634,0.8755567680190298
influence,prestige,The doctor's X and Y made her popular with patients.,-33.42797589302063,-32.31464767456055,0.24725092656801922
cotton,tobacco,The company has sold X and Y for almost twenty years.,-33.03649044036865,-32.20068120956421,0.3024181418423542
church,community,Tim has said that his X and Y are very important to him.,-27.092429161071777,-28.493621110916138,0.8023729648720417
courage,hope,It took X and Y to overcome what she had been through.,-25.70919281244278,-26.32961666584015,0.650314941272889
teaching,writing,He has discovered that X and Y are what he wants to do for a career.,-29.19249427318573,-28.35242009162903,0.30151916073424667
gin,tonic,"After a long day of work, he had a X and Y to unwind and celebrate the weekend.",-25.12712686881423,-39.390613719820976,0.9999993610805775
brush,trees,Amanda loved all the X and Y that surrounded her house.,-29.195186644792557,-23.234460815787315,0.0025714108762150763
pad,pencil,Antonio brought his X and Y to sketch the statues in the park.,-32.26335924863815,-31.774123787879944,0.38007369009557035
chair,table,They noticed that the X and Y were knocked over after the earthquake.,-25.382789731025696,-25.266424357891083,0.47094143924091947
houses,shops,"The town is pretty small, so the X and Y are really close to each other.",-23.041823089122772,-24.138385474681854,0.7496154462272249
libraries,museums,The amount of time he spent in X and Y surpassed the amount of time he spent at home.,-31.03119933605194,-30.063543915748596,0.27534807325104116
flames,smoke,"Down the street, you could see the X and Y from the house that was on fire.",-19.67633318901062,-20.238752961158752,0.637012243787051
guidance,information,She got a lot of X and Y from her older sister about the college admissions process.,-25.946229815483093,-24.420973658561707,0.17868882719765297
stress,tension,"In order to get rid of X and Y after his exam, Zack went for a run.",-36.578224658966064,-37.60831832885742,0.7369340552926488
days,years,It had been X and Y since Molly had seen her cousins.,-28.06630429625511,-29.536440804600716,0.8130781337412314
actions,feelings,He was confused because her X and Y were not matching up.,-29.271232962608337,-27.089243412017822,0.10137953261054965
energy,money,Alice said that all of the X and Y that her car needed made her want to sell it.,-31.127984285354614,-29.494040846824646,0.16329086557106448
anguish,pain,His injury caused him a lot of X and Y and a long recovery.,-22.402573347091675,-21.9309504032135,0.38423218656188646
colors,forms,They read a whole chapter on X and Y in her art class.,-34.98097574710846,-36.639907479286194,0.8400945486851704
meaning,origin,Michael was confused about both the X and Y of the folk tale he had just heard.,-23.2247964926064,-23.137390792369843,0.4781624759513554
freedom,security,Mary searched for X and Y in her next job opportunity.,-28.82012915611267,-32.4330335855484,0.9737350637112013
gratitude,joy,David felt X and Y when his kids made him breakfast in bed.,-29.713041305541992,-29.431944608688354,0.4301849267484852
mamma,papa,Antonio wants to spend a lot of time with his X and Y while they are in town.,-31.924311012029648,-22.176011085510254,5.839044359057659e-5
length,weight,She took note of the X and Y of the bed before trying to bring it into the small room.,-20.588998526334763,-23.154245734214783,0.9285911814347254
anger,hatred,Michelle felt a lot of X and Y towards her brother when he crashed her car.,-18.62485361099243,-18.966530442237854,0.5845977877025211
aircraft,ships,The new X and Y ended up being extremely expensive.,-31.999035984277725,-29.32472062110901,0.0645060679551861
sidewalks,streets,All of the X and Y were so busy that Mike decided not to leave his house.,-26.69935965538025,-25.414198398590088,0.21667294432608175
democracy,liberty,Jade's brother talked about X and Y while they ate dinner on the fourth of July.,-32.87243664264679,-30.82484793663025,0.1142962559591273
iron,wood,The company purchased X and Y for their latest construction project.,-32.25607419013977,-31.731497049331665,0.37178256946442434
horses,wagons,"Instead of a car, they used X and Y to move their belongings to a new town.",-22.8237051544711,-23.87873375415802,0.7417393585848941
clarity,precision,Devin tried to achieve X and Y in everything he did.,-25.6114698946476,-25.75666308403015,0.5362346642654265
flowers,herbs,Dan grew X and Y in his own backyard.,-29.25655698776245,-29.497467041015625,0.5599379053833455
confusion,fear,They felt X and Y about what they would do after graduating.,-22.740275621414185,-21.057482957839966,0.15672602822079723
jaws,teeth,Teddy was surprised at how large the X and Y of the crocodiles he saw at the swamp were.,-23.840327501296997,-25.52790939807892,0.8439058910181301
counties,towns,Fred drove through many X and Y to move to his new house.,-21.437063694000244,-21.548972725868225,0.527948096415075
bodies,faces,Grant wrote a poem about how everyone's X and Y are beautiful and unique.,-25.076147854328156,-21.6304429769516,0.030897207567303853
ability,desire,Maddie had both the X and Y to play college-level soccer.,-16.64231289923191,-18.951814249157906,0.9096608856218762
chest,stomach,Tom felt pain in both his X and Y so he decided to stay home from school.,-18.03395416587591,-19.638194151222706,0.8326101476217308
Illinois,Missouri,Sam argues that X and Y are the best states to live in.,-25.47089457511902,-25.27198088169098,0.4504348960972299
jams,jellies,Jake started making X and Y with all the fruit he was growing in his garden.,-34.7399240732193,-31.635263860225677,0.04291543449897952
Tories,Whigs,Luke didn't know the difference between the X and Y so he asked his political science professor about them.,-30.760119318962097,-30.485613614320755,0.43180128727131845
dogs,men,Her grandma joked that X and Y had a lot in common.,-24.967543363571167,-26.29107117652893,0.7897680438886265
discussion,thought,A lot of X and Y went into making the decision to buy this house.,-21.742328327149153,-19.509573459625244,0.09684741049690057
distress,pain,The couple's divorce caused a lot of X and Y for the whole family.,-21.4702250957489,-19.708587646484375,0.14658537943530345
mouth,nostrils,"Evan took a look at the X and Y of his dog, and compared them to his own.",-26.39002826064825,-27.617591485381126,0.7733917970562403
cakes,pies,Hannah had a real sweet tooth for X and Y so she took up baking as a hobby.,-26.785592675209045,-28.189226627349854,0.8027599087073825
adventure,romance,The movie had a great balance of X and Y which made it a great success.,-17.9251109957695,-18.19931447505951,0.5681245605326113
agreements,contracts,Tony had to deal with many X and Y before he officially started working at the company.,-30.840547382831573,-31.256929337978363,0.6026171601833539
crime,poverty,The study on the link between X and Y was published in the local newspaper.,-14.384069412946701,-13.76969013363123,0.35106087348769716
cousins,uncles,Olivia said her X and Y are her favorite family members.,-31.253023375815246,-27.79097878932953,0.0304116870002764
fire,light,"According to Mandy, the lack of X and Y ruined the evening's ambiance.",-31.641305565834045,-33.64917862415314,0.8816212235225079
child,husband,Rachel lived with her X and Y in a small apartment in New York City.,-20.211912393569946,-13.448787212371826,0.0011542781300580907
vinegar,water,Nicole needed X and Y for the recipe she was trying out.,-27.032691836357117,-26.285311698913574,0.3213924235317934
fork,spoon,Tara needed both a X and Y to properly eat her meal.,-29.77618944644928,-25.05118563771248,0.00879268304505562
Burma,India,They talked about visiting X and Y for their upcoming honeymoon.,-28.387149214744568,-27.424320697784424,0.2763122362128741
fruit,nuts,All he had in his kitchen was X and Y so he made a trip to the grocery store.,-25.476580500602722,-31.093626022338867,0.9963778021468725
ability,strength,Lisa had the X and Y to become a professional athlete.,-20.69316177815199,-20.030991420149803,0.3402522393816797
agencies,individuals,Many different X and Y worked together on this project.,-21.169044137001038,-24.171123206615448,0.9526679639147315
coffee,sandwiches,The company had X and Y catered for their employees.,-39.02570828422904,-36.24697867035866,0.05848446890624784
coffee,toast,Every morning Karen has X and Y for breakfast before school.,-27.885744094848633,-28.485059022903442,0.6454995569260508
anger,anxiety,Anne felt X and Y whenever she was stuck in traffic.,-24.8478906750679,-27.164948999881744,0.9102799828471755
apprehension,fear,Charlie felt X and Y before jumping out of the plane to skydive.,-30.504541635513306,-28.730363130569458,0.14502346032027616
figures,words,Hannah used X and Y to explain her findings.,-27.967278003692627,-23.165049195289612,0.008144546612235253
blood,guts,The film showed X and Y which made them very uncomfortable.,-27.485750913619995,-32.325021266937256,0.9921492957402983
action,character,Riley thought his lack of X and Y was too significant to overlook.,-29.994369983673096,-30.718407154083252,0.673495409238786
diamonds,rubies,The pirates followed the treasure map to find that X and Y were hidden in the treasure chest.,-22.48238678649068,-29.171125769615173,0.9987566961662738
plans,projects,She had many X and Y in the works for her small business.,-21.185315132141113,-20.26696479320526,0.2852941433185116
jacket,trousers,Ted needed to iron his X and Y before his big meeting.,-27.89954376220703,-28.02259922027588,0.5307251026866036
kind,quantity,This was the X and Y of bread that he needed for the recipe.,-32.28116601705551,-30.20812100172043,0.1117444400699325
family,neighborhood,She loved her X and Y so she was sad about leaving for college.,-25.254579186439514,-27.104973554611206,0.8641733996820974
nights,weekends,Clare spent her X and Y working on new recipes for the cookbook she was writing.,-20.79441463947296,-21.60599148273468,0.6924454182157448
labor,money,The amount of X and Y required to keep the farm was not worth it to Mark.,-20.121275812387466,-18.90665751695633,0.22888491703539796
shower,tub,Lilly wanted to install a X and Y into her new bathroom.,-29.067530035972595,-28.51994490623474,0.3664248586159232
aggression,hostility,"Sasha felt X and Y towards her brother, so she tried to avoid him.",-25.71797788143158,-25.930488348007202,0.552928575456823
information,material,Fred lacked the X and Y to work on the project.,-26.31023335456848,-24.05221927165985,0.09466042475893968
despair,rage,Annie felt a lot of X and Y so she wanted to talk with a therapist.,-27.987211227416992,-27.522001266479492,0.3857506063996415
improvements,land,Timothy said that the hotel needed more X and Y to be able to make enough money.,-28.56271195411682,-21.961776614189148,0.0013572515903728245
landings,takeoffs,Christian enjoyed watching the X and Y of the planes at the airport.,-37.192922949790955,-29.548385731875896,4.7842277245835677e-4
novels,tales,He had always loved X and Y so he majored in English in college.,-33.503592014312744,-36.375324726104736,0.9464312629522731
corruption,crime,All of the X and Y in the city made Tony want to move.,-24.603405952453613,-23.957895517349243,0.3440019624820381
anthropology,psychology,He has figured out that X and Y are the subjects he wants to study in college.,-30.409823060035706,-29.077786087989807,0.20882262576526983
lecturer,writer,She was both a X and Y but wanted to be an actor instead.,-26.390174597501755,-24.75430178642273,0.16302743248500332
fog,mist,All of the X and Y made Terry want to stay inside the house all day.,-42.85690402984619,-43.49046754837036,0.6532970395076532
field,stream,"There was a X and Y near his house, which made him very happy.",-35.85974156856537,-34.186371088027954,0.15797532347775942
dates,events,Katrina had many X and Y to attend because she was very popular.,-26.2969873547554,-29.218188881874084,0.948884607724464
belly,chest,"Zack said his X and Y were hurting, so his mom took him to the hospital.",-28.323485851287842,-28.693804919719696,0.5915360743643155
pain,shame,Todd felt X and Y when he talked about his divorce.,-26.9905686378479,-25.543628215789795,0.19047288469250154
doorways,windows,Bill wanted to fix the X and Y before moving into the new home.,-33.07495665550232,-25.11295473575592,3.483334616395861e-4
history,identity,Jonathon was unsure about the X and Y of the statue he saw in the park.,-24.762470791116357,-24.965534538030624,0.5505922090924407
anger,indignation,Amber felt X and Y after arguing with her sister.,-30.63600081205368,-31.533972918987274,0.7105325917720844
cream,peaches,We had X and Y for dessert at the diner down the street.,-33.09368109703064,-32.15491592884064,0.2811498403252846
classmates,friends,We have been X and Y all the way from kindergarten to college.,-25.174606293439865,-24.977062046527863,0.4507739163662482
movements,positions,"After hurting her foot, certain X and Y caused her a lot of pain.",-27.164352655410767,-25.055043876171112,0.10819534397862068
barrels,boxes,There were a lot of X and Y that needed to be moved before the event could start.,-26.4429649412632,-25.772320300340652,0.3383525099414323
costumes,masks,Tammy had to buy X and Y for all of the Halloween parties she was going to attend.,-26.234387159347534,-26.97972321510315,0.6781616009489491
attractions,repulsions,He experienced both X and Y which made him very confused.,-32.09497821331024,-30.910686194896698,0.23428135765400157
effort,resources,It would take a lot of X and Y to put on this fundraiser.,-16.753685355186462,-18.689860224723816,0.8739313107474662
ability,age,"They questioned his X and Y in the interview, which he thought was unfair.",-27.095879673957825,-24.532642602920532,0.07154222482180696
editing,publishing,The company did the X and Y for many well-known books.,-31.39556336402893,-29.360617518424988,0.11558238039019447
cysts,tumors,Paul had an appointment with his doctor to check for any X and Y that he might have.,-23.409456074237823,-19.204262644052505,0.014698627558511777
dirt,sweat,Mike needed to wash the X and Y out of his soccer uniform.,-17.305450960993767,-16.548389934003353,0.31928468887631056
dreams,plans,She had X and Y to become a successful scientist.,-22.86939889192581,-23.572213023900986,0.6688114058751969
farms,fields,Ron loved spending time at X and Y because he loved being in nature.,-23.28321659564972,-24.392664670944214,0.7520262012958475
cause,consequence,Finn didn't want to think about the X and Y of him losing his job.,-25.76343920826912,-32.17525079846382,0.9983606448088678
choice,decision,It was her X and Y to stay home for the summer instead of traveling through South America.,-23.43983268737793,-23.63683521747589,0.5490919635491388
confusion,turmoil,Hannah felt X and Y after her mom gave her some unfortunate news.,-32.58715295791626,-31.05989980697632,0.1783959381239221
magic,superstition,He thinks X and Y are definitely not real.,-32.52329523861408,-33.87781363725662,0.7948673493972874
machinery,power,She didn't think they had enough X and Y to fulfill the large bulk order.,-29.18179678916931,-28.54064416885376,0.34498603449199144
education,skill,They had the X and Y to be a great professor.,-22.79408323764801,-22.13250207901001,0.34038451568613864
forms,materials,Lee didn't have the necessary X and Y to move forward with the task.,-25.656955540180206,-26.425086081027985,0.6831163535062382
length,quality,She thought the X and Y of the boat would impress her friends.,-24.047037087380886,-25.024780049920082,0.7266601412850604
inclination,time,Samuel had the X and Y to help his little brother with his homework.,-29.151614621281624,-20.6300201267004,1.9908203212765614e-4
help,understanding,She appreciated Claire's X and Y when it came to teaching John how to ride a bike.,-18.20978708565235,-19.47893711924553,0.7805972129605901
closets,drawers,Ben needed a lot of X and Y to store all of his clothes.,-32.30622625350952,-30.33024787902832,0.12174819879535428
friends,partners,Josh and Jack had been X and Y for almost ten years.,-20.73635482788086,-23.190531730651855,0.9208663635713445
receivers,senders,Both the X and Y of the letters visited the post office often.,-32.38709418475628,-25.52429163455963,0.0010448854864061028
authority,force,They said that Richard's X and Y made him effective at his job.,-32.66077572107315,-33.41085636615753,0.6791962710816296
trees,underbrush,All of the X and Y made the area extremely green.,-37.12558603286743,-37.19980311393738,0.5185457582751849
bacon,coffee,Sara found out that X and Y was a combination she did not like.,-34.14723992347717,-36.04309892654419,0.869422128216023
december,may,He is so busy that X and Y are the only months he can see his family.,-44.19504261016846,-30.624417066574097,1.2774727816202194e-6
grains,seeds,Victoria liked her bread to have a variety of X and Y in it because she hated plain foods.,-21.98981922864914,-23.03998214006424,0.7408061814183191
beauty,color,The women at the store complimented the X and Y of the girl's hair.,-23.299204915761948,-22.78914551436901,0.3751796005616437
legs,torso,"Both her X and Y are extremely long, so she always has to get her clothes tailored.",-23.898802995681763,-23.760005950927734,0.4653563373777859
transportation,utilities,Dylan had to spend a lot of money on X and Y on top of all his other bills.,-22.640526965726167,-24.91690847557038,0.9069019844523667
hardships,trials,They dealt with many X and Y with the product they were trying to launch.,-30.74852156639099,-31.05879282951355,0.5769514720019135
science,tactics,Cynthia didn't understand the X and Y behind the experiment she was reading about.,-28.035426139831543,-28.561925053596497,0.628666169676084
neighborhood,school,The fantastic X and Y made the price of the house extremely high.,-40.28027820587158,-39.94237804412842,0.41631964288548795
irony,satire,The comedian used a lot of X and Y in their show last night.,-23.76042890548706,-24.956372499465942,0.7678023855406477
kitchen,pantry,They wanted to renovate the X and Y before the renters moved in.,-33.49353430769406,-33.066141679883,0.39474911954042363
astronomy,geology,Richard hated X and Y so he avoided taking any classes in these subjects.,-33.39981531351805,-34.19546723365784,0.6890436172347121
feet,heads,Amy thinks that the X and Y of the kittens are so cute.,-30.979397416114807,-29.062352538108826,0.1281914633496158
snow,water,"Carl loves being around X and Y, so he does not want to go to the desert for vacation.",-26.40125799179077,-25.47289288043976,0.2832565156505246
back,hips,Jon went to a chiropractic office to get his X and Y checked out by a professional.,-25.344648599624634,-16.73024010658264,1.814391996193385e-4
bombers,missiles,"During the war, the X and Y caused a lot of destruction.",-28.02188491821289,-29.052428483963013,0.7370212638201227
argument,debate,The couple's X and Y over what to have for dinner lasted an hour.,-26.46452248096466,-27.396769881248474,0.7175310117676985
doubts,suspicions,The detective had X and Y about the suspect's alibi.,-24.742522716522217,-26.047432780265808,0.7866601789363361
laborers,servants,The wealthy family had a budget for X and Y to work at their estate.,-29.890839338302612,-29.0520658493042,0.3017931642529269
arms,faces,Paul noticed that the X and Y of his figurines could use some new paint.,-35.08364951610565,-31.748242735862732,0.03437630199534234
chrome,glass,The architect said that X and Y are his favorite materials to use in his designs.,-30.728744506835938,-31.675108909606934,0.720383442625919
paris,washington,Connor spent his summer in X and Y even though he wanted to travel to China.,-39.39619126915932,-41.40522754192352,0.8817425687995487
arm,back,Maddy injured her X and Y during her basketball game last week.,-25.947866678237915,-24.99756169319153,0.2788234911570558
emotion,meaning,The singer put a lot of X and Y into all of the songs they wrote.,-20.38877284526825,-18.761830300092697,0.1642496324903996
bushes,vines,All of the X and Y in the backyard made Mandy very happy.,-27.586713641881943,-27.127168715000153,0.3870937854040805
authority,independence,"Victor wanted more X and Y, so he worked towards a promotion.",-29.014319837093353,-29.141399562358856,0.5317272451856324
crises,problems,All of the X and Y she had to overcome made her stronger.,-30.058833241462708,-30.100171089172363,0.5103329905362658
bathrobe,slippers,Kyle refused to leave his X and Y at home when he travelled anywhere.,-31.943026661872864,-31.584905326366425,0.41141441359077785
generalists,specialists,Martin wanted to talk with both X and Y before making his decision.,-30.293073922395706,-21.964948892593384,2.4156629108922702e-4
boredom,loneliness,Chloe experienced X and Y over the summer because she missed her college friends.,-24.667103946208954,-26.543287098407745,0.8671720999859557
excitement,fatigue,He felt both X and Y when spending the day at an amusement park.,-28.20159687846899,-26.28744675219059,0.12851532454955975
fun,pleasure,All of the X and Y that came with traveling made the cost worth it.,-25.251286447048187,-24.731340885162354,0.3728649632267143
individualism,socialism,Nate discussed X and Y with his friend in the coffee shop.,-31.049291729927063,-22.024454295635223,1.2036788345089045e-4
fields,homes,"There were plenty of X and Y in the town, which made it an ideal place for families.",-26.040996193885803,-26.186439990997314,0.5362969865957684
certainty,security,Trish appreciated the X and Y that her job as a dentist provided.,-29.91507911682129,-29.890029907226563,0.49373802502764297
artist,critic,Lisa was both the X and Y who worked on the magazine.,-23.889602720737457,-26.312463134527206,0.918553995759145
20s,30s,Amy said she enjoyed her X and Y because she was able to travel the world.,-22.92418803734472,-26.100089626852423,0.9599172720804814
brick,glass,A lot of X and Y was needed to finish building the house.,-31.944570183753967,-30.651926457881927,0.21540566894699004
dentist,doctor,He had X and Y appointments back to back on Thursday.,-37.60627472400665,-34.58601522445679,0.04651896307081333
bourbon,water,All the bar had to drink was X and Y so they decided to try another place.,-31.00379776954651,-28.31466281414032,0.06361752988710861
cuts,wounds,Max had many X and Y after falling off his bike.,-30.971733331680298,-29.327802896499634,0.1619309568769549
palm,pine,Frank decided that X and Y trees are his favorite.,-35.134320855140686,-32.14981460571289,0.048130757674061844
fish,vegetable,He wanted to make a X and Y soup that would impress his family.,-26.126986026763916,-28.719635844230652,0.930387033701705
initials,names,Gloria wrote down both the X and Y of the people she wanted to invite to her wedding.,-18.421007975935936,-16.33832922577858,0.1107917890949836
fury,pain,Wendy felt X and Y when she learned that her uncle had died.,-27.951633155345917,-26.866410791873932,0.2525190056626697
gentleness,sweetness,The dog's X and Y made her loved by anyone who spent time with her.,-32.7197040617466,-24.237384924665093,2.0705497639804876e-4
experiences,reactions,Randy said that her X and Y made her quite the character.,-31.485261887311935,-31.84228079020977,0.5883186034470503
bitterness,disappointment,Kim felt a lot of X and Y when she learned that she didn't get into her dream school.,-19.836198806762695,-21.280545949935913,0.8091269289460833
comedy,satire,Olivia enjoyed X and Y and made sure that everyone knew.,-29.413700699806213,-31.429510951042175,0.8824470847098633
enthusiasm,warmth,Kristin appreciated Jack's X and Y so she spent a lot of time with him.,-27.784183740615845,-28.785691678524017,0.7313549538975184
body,breath,"Both his X and Y smelled, which made him embarassed.",-30.505977630615234,-35.223297476768494,0.9911400949712043
beauty,brains,Her mom says she has X and Y among many other things.,-41.87597966194153,-36.72719764709473,0.005772952130638964
hotels,pensions,The company spent quite a lot of money on X and Y throughout their years of business.,-36.2559278011322,-37.43869435787201,0.7654448733625234
imagination,originality,It takes a lot of X and Y to write a successful novel.,-21.52468031644821,-19.886403143405914,0.16269962427381549
ears,hair,Bill washed his X and Y before going to bed.,-28.9798686504364,-23.02850639820099,0.0025955387704163224
importance,validity,He questioned the X and Y of the statements they were making.,-22.935468012467027,-21.98208625521511,0.2782052320921199
money,papers,Alice brought both the X and Y that were required to buy the house.,-24.808306217193604,-28.44431185722351,0.974319457726136
pies,puddings,The baseball team had a bake sale with X and Y to raise money for new uniforms.,-26.60706477612257,-26.783649250864983,0.5440317612908306
eloquence,force,He admires his sister for the X and Y she has when dealing with difficult situations.,-28.353140354156494,-26.052807092666626,0.09109536420324951
blossom,leaf,Ethan kept track of the X and Y of the plant to make sure it was healthy.,-30.22297489643097,-23.27448469400406,9.591627154865531e-4
desolation,misery,Robert felt X and Y so he started going to therapy.,-41.17130744457245,-29.54226578399539,8.903638324515156e-6
boots,jacket,"On a trip to the mountains, Jane forgot her X and Y at home, so she had to make a trip to the mall.",-29.19023823738098,-28.360606908798218,0.3037230294513184
confusions,contradictions,All of the X and Y did not make Amy feel confident about the new rules.,-29.954681247472763,-34.61969095468521,0.9906687358507539
flames,sparks,Maeve stared at the X and Y that came from the fireplace.,-25.636683702468872,-24.012868523597717,0.16467938224365844
danger,threat,Riley thought that the X and Y of sharks were too high to go surfing.,-30.600528478622437,-28.669753670692444,0.12666484540517864
determination,faith,It took X and Y to get where she is today.,-26.930500984191895,-26.952049016952515,0.5053867997595546
berlin,frankfurt,Sam wanted to visit X and Y on her trip to Germany.,-45.118208169937134,-41.861250817775726,0.037077687871599437
clothes,dishes,Molly needed to wash her X and Y before leaving for her trip.,-21.55151343345642,-20.347861528396606,0.23082620005742516
comfort,companionship,He experienced X and Y whenever he visited his Grandma.,-27.822752616310026,-29.763897591270506,0.8744778770688597
background,interest,He thought that Eduardo's X and Y in cooking would make him perfect for the personal chef role.,-24.895512104034424,-31.186208963394165,0.998149961097432
glass,rubber,Trisha made a statue out of X and Y for her friend's birthday.,-28.453444480895996,-27.804635047912598,0.34325787901259497
color,scent,Both the X and Y of the flowers made Terry happy.,-24.525371730327606,-22.138764262199402,0.08419966155141194
interest,payments,Christopher was stressed about the X and Y he had for his loans.,-29.944953441619873,-32.161399126052856,0.9017166484342228
gambling,vice,Christine joked that the words X and Y should be considered synonyms.,-32.44871252775192,-32.503807723522186,0.5137703158249027
activities,places,The many X and Y available to Ronnie meant that he was never bored.,-36.50364422798157,-35.31398856639862,0.23332052607989082
elegance,purity,Her mom thought the dress exuded X and Y but Lauren did not agree.,-28.309110045433044,-27.255538940429688,0.2585399404890077
leaves,limbs,All of the X and Y of the trees obstructed the ocean view.,-26.18972396850586,-27.76948845386505,0.8291711607752692
power,trade,The country's lack of X and Y caused many financial problems.,-36.42720150947571,-36.01943778991699,0.3994484602722646
games,races,All of the X and Y kept Troy very entertained.,-49.672635555267334,-49.043538093566895,0.3477152137816679
evenings,sundays,Carlos spends his X and Y doing his favorite activities.,-33.7788952589035,-31.640174984931946,0.10538998493349741
activity,nature,"Timothy thought that he didn't have enough X and Y in his life, so he decided to get out more.",-30.50488293170929,-30.680705785751343,0.5438428264160173
sun,weather,Tina said that the X and Y made her want to be outside.,-31.388922214508057,-31.302173137664795,0.4783263210142783
leather,paper,He needed to get some X and Y for his latest art project.,-30.970342874526978,-31.14121675491333,0.5426148319465524
anguish,rage,She felt X and Y after learning that her dog had died.,-28.858270168304443,-27.951850533485413,0.2877330490843883
shooting,yelling,The movie had a lot of X and Y which made Peter upset.,-38.2218873500824,-36.28646147251129,0.12615123283742002
arches,piers,Tamara learned how to properly design X and Y in her architecture class.,-33.84259760379791,-36.51626032590866,0.9354545372017771
investment,risk,Harry didn't think the X and Y were worth the money.,-26.3335702419281,-25.811154544353485,0.37228753652125135
control,growth,The lack of X and Y that the position offered made Jerry want to find a new job.,-34.21628975868225,-34.695075035095215,0.6174609944854578
happiness,pain,"Ed feels X and Y when drinking milk because he loves the taste, but is lactose intolerant.",-37.36435520648956,-35.989150524139404,0.20178025308888814
Egypt,Europe,He wanted to visit X and Y once he had the time to travel.,-24.343211770057678,-26.270079851150513,0.8729023584123919
order,truth,The judge wanted X and Y from the lawyers and witnesses.,-34.76223313808441,-26.018173217773438,1.5937999314478144e-4
factories,industries,Tristen worked in a variety of X and Y before he was able to retire.,-21.884549975395203,-22.91680073738098,0.7373520202477746
name,year,Jasmine wanted to know the X and Y of the car her friend was selling.,-20.32410204410553,-23.14290401339531,0.9436834309018359
river,sky,"On an afternoon walk, Cindy noticed that the X and Y were the same shade of blue.",-24.37113130092621,-24.288012742996216,0.47923231560687907
detection,removal,Victoria went to her dermatologist for X and Y of her potentially cancerous moles.,-29.704552948474884,-30.93151092529297,0.773285705615956
breakfast,luncheon,The conference had a X and Y included on the itinerary.,-32.61031702160835,-32.94136179226916,0.5820135639018417
attitude,experience,Both Jerry's X and Y made him an excellent candidate for the job.,-24.027765154838562,-24.54823613166809,0.6272578898513699
pilot,plane,There was a need for a X and Y for the flight to Hawaii.,-30.189650654792786,-29.1020690202713,0.25207394586842913
malaria,typhoid,Trina got her X and Y vaccines before travelling the world.,-41.33617516234517,-39.95722196996212,0.2011771742616012
technology,time,Marissa thinks it will take a lot of X and Y for humans to be able to live on Mars.,-23.39982198178768,-22.465224001556635,0.2819928157776528
economist,historian,He was surprised that both the X and Y are named Jane Doe.,-35.299501806497574,-35.64249211549759,0.5849167213774734
muskets,swords,Soldiers used to use X and Y when they fought in battles.,-24.08373396494426,-21.700246447580867,0.08444055350803563
character,wisdom,His mom's X and Y made her someone he would go to for advice.,-34.65947246551514,-30.033042907714844,0.009694742024290038
azaleas,camellias,He bought his wife a bouquet of X and Y for Mother's Day this year.,-44.66715766862035,-43.931851010769606,0.32403129984239754
silence,space,Ryan wanted X and Y after a long day of work.,-35.47558379173279,-34.90273356437683,0.3605794102203555
fingers,mouth,Both her X and Y were dirty from eating ribs.,-26.73773694038391,-25.24688982963562,0.18379461477603803
power,variety,Brian said that the X and Y of the cars at the dealership left him unimpressed.,-29.153094440698624,-27.741102278232574,0.1959200301848031
cliches,stereotypes,The movie had a lot of X and Y but it was still one of Kim's favorites.,-22.499037951231003,-19.986136481165886,0.07495867364406088
habits,movements,He kept track of his dog's X and Y because the vet told him to.,-28.61397433280945,-25.981087923049927,0.06705166329763616
shirt,waistcoat,They needed to buy a new X and Y for the upcoming event.,-25.380482703447342,-27.432674288749695,0.8861688789814595
boardinghouses,hotels,She spent a lot of time in X and Y during her summer travels.,-33.487258434295654,-29.644391179084778,0.02098236659027011
stucco,wood,The builders used X and Y to decorate the house's exterior.,-24.093800341826864,-22.14985187642742,0.12521471703359027
activities,character,They questioned her X and Y for no good reason.,-32.16366350650787,-30.96498417854309,0.23171024002694363
happiness,warmth,Clarissa felt X and Y whenever she hugged her mom.,-32.598828077316284,-33.20054614543915,0.646049274700314
fulfillment,pleasure,Her job gave her X and Y along with a satisfactory salary.,-29.349001690745354,-26.648563876748085,0.06294752659705223
means,motives,He was trying to understand the X and Y behind this controversial decision.,-30.768837451934814,-29.073632657527924,0.1550925847020387
fear,relief,Mary felt both X and Y about graduating from high school.,-27.37815883010626,-25.8632959574461,0.18021923353871058
despair,futility,Clara felt X and Y after being fired from her new job.,-36.43222993705422,-36.97755765914917,0.6330509090082376
ash,maple,Hank saw many X and Y trees while on his hike.,-34.75306224822998,-32.50413930416107,0.09544241002918306
beauty,inspiration,Bridget wrote blog posts centered around X and Y in her spare time.,-30.642358779907227,-32.890475273132324,0.9044879438053002
clippings,pictures,She used many X and Y for the collage she was working on.,-33.329756693856325,-32.56250745244324,0.31707445075296814
liquids,powders,The factory used many different X and Y to make its products.,-20.88889117387589,-22.629507032659603,0.8507652740851681
domination,influence,The player's X and Y made them the obvious choice for captain of the team.,-33.09206461906433,-33.81350755691528,0.6729246826467118
