binom,Alpha Probs,Nonalpha Probs,ProbAandB
hotels and pensions,-185.19974756240845,-183.41734838485718,0.1440071370112263
imagination and originality,-148.68900394439697,-148.49290466308594,0.4511316817008816
ears and hair,-129.61860132217407,-127.40786552429199,0.09879054503506929
importance and validity,-144.15023279190063,-143.58714532852173,0.3628333816702425
money and papers,-148.6645312309265,-147.58962965011597,0.25447205712022447
pies and puddings,-202.89379584789276,-204.57258534431458,0.8427441739459998
eloquence and force,-202.00394296646118,-201.06884098052979,0.2818907795117872
blossom and leaf,-186.40857940912247,-188.0780000090599,0.8414985567972506
desolation and misery,-143.30989408493042,-142.16766929626465,0.24191212132455422
boots and jacket,-77.97623023670167,-75.99519429099746,0.12120844879620207
confusions and contradictions,-180.53085565567017,-180.29541540145874,0.44141033249289335
flames and sparks,-175.08969926834106,-173.9926061630249,0.2502849550484272
danger and threat,-174.6588363647461,-173.99487280845642,0.33984981644485857
determination and faith,-116.05619144439697,-118.28103971481323,0.9024588074886333
berlin and frankfurt,-151.89635229110718,-151.49173641204834,0.40020383226961664
clothes and dishes,-161.85214805603027,-159.78101539611816,0.11193439689991655
comfort and companionship,-127.94667339324951,-126.94807004928589,0.2692161092130666
background and interest,-85.52437594905496,-89.31983053311706,0.9780212341732288
glass and rubber,-157.38728964328766,-158.60713624954224,0.7720365538503177
color and scent,-125.50204038619995,-125.06577396392822,0.39263096478491705
interest and payments,-163.48784351348877,-162.3799319267273,0.24826043831912986
gambling and vice,-181.88541197776794,-181.31554794311523,0.3612681987373546
activities and places,-162.95029640197754,-163.13688278198242,0.5465117330949215
elegance and purity,-202.01716876029968,-203.73143637180328,0.8473889941042553
leaves and limbs,-161.2055983543396,-161.21634674072266,0.502687070726531
power and trade,-133.95203065872192,-134.24032020568848,0.5715773342379479
games and races,-130.94974184036255,-131.53940343856812,0.6432874968426766
evenings and sundays,-144.93192052841187,-145.52772998809814,0.6446969925022736
activity and nature,-72.56059028790332,-72.62966432259418,0.5172616459559567
sun and weather,-130.19344091415405,-130.12895393371582,0.48388383951937725
leather and paper,-138.68439865112305,-138.48070335388184,0.4492515248222514
anguish and rage,-153.84067153930664,-155.37713098526,0.8229494432701028
shooting and yelling,-142.50734615325928,-142.65571451187134,0.5370241962316119
arches and piers,-158.67091965675354,-161.40644907951355,0.9390908846686499
investment and risk,-132.2378387451172,-132.2081823348999,0.4925864407914722
control and growth,-154.4916004538536,-156.68257570266724,0.8994361528014593
happiness and pain,-76.90151460919878,-77.98870466425433,0.7478522214417437
Egypt and Europe,-136.08544635772705,-136.4844789505005,0.5984552079564153
order and truth,-130.72282361984253,-130.42364692687988,0.4257587597613758
factories and industries,-178.7924075126648,-175.26707184314728,0.028599887276486383
name and year,-153.91065335273743,-153.58877217769623,0.4202173596153835
river and sky,-126.7698346376419,-130.874067902565,0.9837652495210597
detection and removal,-186.48838794231415,-186.67967128753662,0.5476755568671795
breakfast and luncheon,-143.1201057434082,-143.32770204544067,0.5517134874303562
attitude and experience,-147.3597846031189,-147.4142575263977,0.513614864371313
pilot and plane,-141.22288608551025,-141.29369449615479,0.5176947100883379
malaria and typhoid,-194.344457924366,-191.22056406736374,0.04213234616038011
technology and time,-122.90186430513859,-118.76953090727329,0.01579200584824486
economist and historian,-147.89550018310547,-148.0422215461731,0.5366146801531669
muskets and swords,-173.1643806695938,-172.13304364681244,0.26282497653276315
character and wisdom,-147.8352246284485,-148.4394874572754,0.6466309676302504
azaleas and camellias,-81.7031532227993,-80.42772006988525,0.2183286046717078
silence and space,-112.19406318664551,-111.40609216690063,0.3126044967693308
fingers and mouth,-119.24707221984863,-119.560555934906,0.5777353679027006
power and variety,-168.25952970981598,-163.14214479923248,0.005955984878197334
cliches and stereotypes,-62.64319424761925,-62.542601047083735,0.4748728847167562
habits and movements,-183.08321714401245,-182.02646481990814,0.25793057879222614
shirt and waistcoat,-167.9826906323433,-163.9567323923111,0.01753340818015021
boardinghouses and hotels,-173.3957085609436,-173.0666856765747,0.4184783894188325
stucco and wood,-160.39863181114197,-160.13132405281067,0.43356815544746224
activities and character,-117.41041612625122,-117.20040321350098,0.447688897571071
happiness and warmth,-146.74468755722046,-145.5253233909607,0.22804836485689872
fulfillment and pleasure,-169.83475041389465,-170.59200072288513,0.6807564486403873
means and motives,-151.31973028182983,-153.2613983154297,0.8745352800455782
fear and relief,-122.5660343170166,-122.92473077774048,0.5887248473735518
despair and futility,-139.71914911270142,-140.80380868911743,0.7473747517089753
ash and maple,-138.33247470855713,-143.009183883667,0.9907762694443446
beauty and inspiration,-160.48518133163452,-154.37811994552612,0.0022221368620486672
clippings and pictures,-150.02557134628296,-148.08161306381226,0.12521364171491103
liquids and powders,-150.7787685394287,-151.00029134750366,0.5551553360910203
domination and influence,-147.8125879764557,-150.96468305587769,0.9589911944401707
action and conversation,-123.82303810119629,-123.99731683731079,0.5434597391691485
pattern and sequence,-144.49305629730225,-144.38761472702026,0.4736640030454019
detective and police,-160.0335612297058,-158.89159035682678,0.2419586901564641
church and graveyard,-151.8031120300293,-144.45771288871765,6.451391753690088e-4
gardens and lawn,-136.9545025229454,-135.69326663017273,0.22076121353038058
powers and processes,-118.8082857131958,-119.00215864181519,0.5483169871509138
machinery and tractors,-61.911802873015404,-62.9533093450591,0.7391405762731685
ammo and weapons,-113.05665874481201,-112.63754510879517,0.3967288686939436
clay and wax,-77.97112253308296,-78.45664912462234,0.6190520468808033
associations and enterprises,-141.36689364910126,-136.03364062309265,0.004805136905334398
grace and modesty,-102.72375157289207,-105.78530622273684,0.9552787605646686
brains and talent,-146.16002225875854,-147.55672359466553,0.8016599185652906
comedy and humor,-161.45037126541138,-163.05839097499847,0.8331362675889905
certainty and order,-133.0548758506775,-132.5835509300232,0.38430270063730887
discretion and moderation,-86.05444226786494,-87.2614322360605,0.7697659253298125
attention and civility,-152.0227645635605,-152.89249920845032,0.7046904801195957
captain and leader,-103.78562248928938,-109.68394730659202,0.9972634714024928
control and intelligence,-142.98819231987,-142.48371982574463,0.37649019317102883
grease and sweat,-54.855867236852646,-54.86669717915356,0.5027074591126542
comprehension and control,-171.39771342277527,-166.8169088959694,0.010142720376960868
hallucinations and visions,-55.68680459540337,-55.81363804964349,0.5316659248513369
commands and statements,-147.6091763973236,-148.85319638252258,0.7762629756533563
cost and upkeep,-63.58367676055059,-66.69257654761896,0.9572583634410192
men and objects,-148.10954332351685,-148.59637928009033,0.6193607818277119
fragrance and taste,-90.86919486522675,-83.37577235139906,5.564244847765982e-4
betrayal and murder,-146.84588396549225,-142.12839126586914,0.008858387260961581
bacteria and insects,-67.18176773004234,-67.13657292537391,0.4887032216394986
confusion and congestion,-147.28404760360718,-135.40761470794678,6.952287276683351e-6
facts and techniques,-136.42611837387085,-135.93190145492554,0.3789006736685184
anger and spite,-114.37452411651611,-115.59213829040527,0.771643415839945
money and numbers,-128.0196762084961,-128.61648797988892,0.6449265514960614
boulders and ledges,-160.00423097610474,-155.98812913894653,0.0177040043248582
abolition and emancipation,-143.54178190231323,-134.97717881202698,1.9070290514218923e-4
nationalism and sovereignty,-147.88240671157837,-153.38226747512817,0.9959292978401957
tensions and uncertainties,-76.43733284482732,-98.64914868678898,0.9999999997743003
beauty and poise,-134.1770762205124,-134.5280737876892,0.586859465438356
background and intelligence,-116.69129467010498,-116.54846048355103,0.4643520390648076
battle and bloodshed,-145.2086080312729,-149.11567544937134,0.9802966666149863
fairness and moderation,-133.12508726119995,-134.2254831790924,0.7503342813324548
back and behind,-106.10862776637077,-106.11644372344017,0.501953979320109
apprehension and terror,-74.15947322361171,-73.60972633678466,0.3659231351734517
head and teeth,-71.34379937127233,-74.33349517732859,0.9521064408849143
cod and salmon,-152.05654323101044,-164.2942476272583,0.9999951557069693
archaeologists and geologists,-174.25218045711517,-176.79147863388062,0.9268512586159304
chopping and sawing,-145.30327796936035,-145.0940866470337,0.44789205565463286
anxiety and dismay,-168.13970565795898,-170.9241931438446,0.9418317779313126
resources and riches,-134.37346410751343,-135.5167441368103,0.7582813472292884
personnel and ships,-157.11084699630737,-157.75130224227905,0.6548563623289843
bandits and outlaws,-158.86786675453186,-171.37746119499207,0.9999963089446257
secrecy and stealth,-158.77721691131592,-160.28926134109497,0.8193639936185583
soldiers and subjects,-129.8581418991089,-130.5138282775879,0.6582907285702145
barges and towboats,-77.26240617858275,-76.16199765690544,0.24966335757334823
celebration and ritual,-147.82214546203613,-148.06978750228882,0.5615960417942801
searching and yearning,-166.29369068145752,-165.84266138076782,0.38911606847737784
letters and magazines,-168.65387988090515,-169.11288213729858,0.6127774569499628
flight and terror,-175.93344068527222,-175.22280645370483,0.32945871334797916
gaiety and spirit,-158.5378942489624,-159.59884786605835,0.7428727405887161
disdain and indifference,-144.0537567138672,-145.14873790740967,0.7493185518118786
liberalism and progress,-175.18915438652039,-179.79831159114838,0.9901380182119707
blame and hate,-129.49807977676392,-129.842050075531,0.5851546324430433
color and imagery,-146.481867313385,-146.2641944885254,0.44579564840030395
intonation and phrasing,-167.39153265953064,-170.95257675647736,0.9723756372705322
abasement and humiliation,-106.46920765936375,-93.72948747873306,2.932301017514458e-6
commercialism and materialism,-161.43454265594482,-163.44945693016052,0.8823541093728385
education and industrialization,-166.1407350897789,-162.39839333295822,0.02314992247193937
foreboding and gloom,-167.41107535362244,-175.6367757320404,0.9997323868331378
firepower and speed,-141.28445053100586,-141.6532917022705,0.59117893490635
