WordA,WordB,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,OverallFreq,CollegeFreq,LogOverallFreq,RelFreq,GenPref,Use?,Bin,Too weird?,Sentence,Sentence (WordA and WordB),Sentence (WordB and WordA)
life,religion,0,0,1,0,0,0,2.068742465,1,1,1,20659,19,9.935906339,0.5684689482,0.7540416549,0,4,,Jenny talked about X and Y with her brother and sister.,Jenny talked about life and religion with her brother and sister.,Jenny talked about religion and life with her brother and sister.
colonel,mrs.,0,0,0,1,0,0,-1.318277379,0,0,0,18072,17,9.802119058,0.9975652944,0.5903437368,0,4,yes,,,
conscience,religion,0,0,1,0,0,0,-1.398763288,0,0,0,15154,14,9.626019802,0.7004091329,0.5749896518,0,4,,Bree is reading a book about the relationship between X and Y in her book club.,Bree is reading a book about the relationship between conscience and religion in her book club.,Bree is reading a book about the relationship between religion and conscience in her book club.
contemporary,friend,0,0,-1,0,0,0,-0.9752979256,-3,-1,-1,13050,12,9.476543413,0.5211494253,0.2211483071,0,5,yes,I learned that my professor was a X and Y of a famous poet.,I learned that my professor was a contemporary and friend of a famous poet.,I learned that my professor was a friend and contemporary of a famous poet.
pain,pressure,0,0,0,0,1,0,-0.362927679,1,1,1,10781,10,9.285540605,0.4788053056,0.6243559403,0,5,,Jeremy felt X and Y in his chest that concerned him.,Jeremy felt pain and pressure in his chest that concerned him.,Jeremy felt pressure and pain in his chest that concerned him.
integrity,unity,0,0,0,0,0,0,-0.6867317557,0,0,0,9540,9,9.163248764,0.2538784067,0.4854403959,0,5,,India thought that there was a lack of X and Y amongst her friend group.,India thought that there was a lack of integrity and unity amongst her friend group.,India thought that there was a lack of unity and integrity amongst her friend group.
flowers,hearts,0,0,-1,0,0,0,0.6178586422,-1,-1,-1,9516,9,9.160729871,0.05023118958,0.3108670925,0,5,,Craig drew X and Y on the card he was making for his mom.,Craig drew flowers and hearts on the card he was making for his mom.,Craig drew hearts and flowers on the card he was making for his mom.
grapefruit,oranges,0,0,-1,0,0,0,-0.9585631502,1,2,1,7753,7,8.955835144,0.1898619889,0.4354676876,0,5,,Kyle liked to keep X and Y in a bowl on his kitchen counter.,Kyle liked to keep grapefruit and oranges in a bowl on his kitchen counter.,Kyle liked to keep oranges and grapefruit in a bowl on his kitchen counter.
Kingston,Montreal,0,-1,0,0,0,0,-0.7330468949,1,-1,-1,7177,7,8.878636747,0.3650550369,0.3679255181,0,5,yes,Christian wanted to visit X and Y while on vaction in Canada.,Christian wanted to visit Kingston and Montreal while on vaction in Canada.,Christian wanted to visit Montreal and Kingston while on vaction in Canada.
folklore,legend,0,0,0,0,-1,0,-0.950304583,0,1,1,5914,5,8.6850777,0.5180926615,0.5300257522,0,5,,Mandy read about the X and Y surrounding King Arthur in her new book.,Mandy read about the folklore and legend surrounding King Arthur in her new book.,Mandy read about the legend and folklore surrounding King Arthur in her new book.
doctors,fathers,0,0,0,0,0,0,-0.08495868051,0,0,0,5235,5,8.563122123,0.1266475645,0.5017671286,0,5,,There were many X and Y in the same room.,There were many doctors and fathers in the same room.,There were many fathers and doctors in the same room.
contraction,dilation,0,0,0,0,1,0,1.881350826,0,0,0,3161,3,8.058643712,0.4618791522,0.5768986847,0,6,,Anna was confused about the difference between X and Y so she talked to her doctor about it.,Anna was confused about the difference between contraction and dilation so she talked to her doctor about it.,Anna was confused about the difference between dilation and contraction so she talked to her doctor about it.
ships,weapons,0,0,1,0,0,0,0.2825558374,1,1,1,2628,2,7.87397838,0.7754946728,0.7163427287,0,6,,There are too many X and Y according to Jack's uncle.,There are too many ships and weapons according to Jack's uncle.,There are too many weapons and ships according to Jack's uncle.
funnels,masts,0,0,-1,0,0,0,-1.339038061,-1,-1,-1,2592,2,7.860185057,0.2581018519,0.2672748863,0,6,,They noticed that the X and Y on the ship were broken.,They noticed that the funnels and masts on the ship were broken.,They noticed that the masts and funnels on the ship were broken.
law,sovereignty,0,0,0,0,0,0,3.318860807,2,2,1,2097,2,7.648263031,0.6294706724,0.6872983881,0,6,,They discussed both X and Y in their political science class.,They discussed both law and sovereignty in their political science class.,They discussed both sovereignty and law in their political science class.
assurance,dignity,0,0,0,0,0,0,-0.3446753918,1,1,0,1291,1,7.163172391,0.4244771495,0.4870510969,0,6,,Richard tried to portray X and Y at work but didn't know if he succeeded.,Richard tried to portray assurance and dignity at work but didn't know if he succeeded.,Richard tried to portray dignity and assurance at work but didn't know if he succeeded.
mr.,mrs.,0,0,0,1,0,0,0.6494690266,0,0,0,1680824,1558,14.33479471,0.9980908174,0.6408346416,0,1,,The couple call each other X and Y Smith even though they aren't married.,The couple call each other mr. and mrs. Smith even though they aren't married.,The couple call each other mrs. and mr. Smith even though they aren't married.
bride,groom,0,0,1,-1,0,0,1.21519771,0,0,0,204540,190,12.22851883,0.9693702943,0.5234306892,,3,,I think that the X and Y are very excited about the upcoming wedding.,I think that the bride and groom are very excited about the upcoming wedding.,I think that the groom and bride are very excited about the upcoming wedding.
feet,legs,0,-1,0,0,0,0,1.336152653,0,0,0,194658,180,12.17899945,0.3892981537,0.4588813435,,3,,The soccer player injured their X and Y during a very intense game.,The soccer player injured their feet and legs during a very intense game.,The soccer player injured their legs and feet during a very intense game.
peace,quiet,0,0,1,1,0,0,0.8054714149,1,1,1,191274,177,12.16146223,0.9514779845,0.813869508,,3,,The students reserved a spot in the library for some X and Y to study for their upcoming exams.,The students reserved a spot in the library for some peace and quiet to study for their upcoming exams.,The students reserved a spot in the library for some quiet and peace to study for their upcoming exams.
daughter,son,0,0,0,-1,0,0,-0.7024624419,-1,-1,-1,190092,176,12.15526344,0.2435031458,0.2701616089,,3,,"With the holidays approaching, the X and Y needed to shop for presents for their parents.","With the holidays approaching, the daughter and son needed to shop for presents for their parents.","With the holidays approaching, the son and daughter needed to shop for presents for their parents."
ends,odds,0,0,0,0,0,0,1.597031137,0,0,0,188194,174,12.14522862,0.003767388971,0.5472712056,,3,,"The new restaurant was almost ready for the grand opening, but had a few X and Y to deal with before the big night.","The new restaurant was almost ready for the grand opening, but had a few ends and odds to deal with before the big night.","The new restaurant was almost ready for the grand opening, but had a few odds and ends to deal with before the big night."
city,state,0,0,0,0,0,1,-0.6569673174,-1,-1,-1,184793,171,12.12699156,0.6482767204,0.6871176786,,3,,He liked his X and Y too much to move away.,He liked his city and state too much to move away.,He liked his state and city too much to move away.
facts,figures,0,0,1,0,0,0,0.0003940083451,1,1,1,183738,170,12.12126611,0.9783877042,0.7100779972,,3,,Lauren needed to get her X and Y straight before her business plan presentation.,Lauren needed to get her facts and figures straight before her business plan presentation.,Lauren needed to get her figures and facts straight before her business plan presentation.
man,nature,0,1,0,0,0,0,1.063161492,1,1,1,178124,165,12.09023522,0.7225921268,0.7108512208,,3,,Harry wanted to talk about how X and Y interact in today's society.,Harry wanted to talk about how man and nature interact in today's society.,Harry wanted to talk about how nature and man interact in today's society.
prose,verse,0,0,0,0,0,0,-0.6580373442,0,0,0,173062,160,12.06140519,0.6567068449,0.4862184764,,3,,They discussed differences between X and Y in her writing class.,They discussed differences between prose and verse in her writing class.,They discussed differences between verse and prose in her writing class.
body,head,0,-1,0,0,0,0,-0.02865664971,-1,-1,-1,172950,160,12.06075781,0.1511419485,0.3198105117,,3,,"When drawing people, Suzanne struggles with sketching the X and Y because she can never get the proportions right.","When drawing people, Suzanne struggles with sketching the body and head because she can never get the proportions right.","When drawing people, Suzanne struggles with sketching the head and body because she can never get the proportions right."
command,control,0,0,0,-1,0,0,-1.239217941,0,0,0,170958,158,12.04917319,0.9739175704,0.3519622872,,3,,The eldest sibling wanted to X and Y all of their younger siblings.,The eldest sibling wanted to command and control all of their younger siblings.,The eldest sibling wanted to control and command all of their younger siblings.
child,wife,0,0,0,-1,0,0,0.5422743109,0,0,0,166893,155,12.02510817,0.02212795024,0.3972250218,,3,,Bill wanted to take his X and Y on a tropical vacation.,Bill wanted to take his child and wife on a tropical vacation.,Bill wanted to take his wife and child on a tropical vacation.
aunt,uncle,0,0,0,-1,0,0,-0.3421072583,1,1,1,165376,153,12.01597695,0.6382667376,0.4821579632,,3,,"Over the summer, Steve stayed with his X and Y at their vacation home near the beach.
","Over the summer, Steve stayed with his aunt and uncle at their vacation home near the beach.
","Over the summer, Steve stayed with his uncle and aunt at their vacation home near the beach.
"
cattle,horses,0,0,0,0,0,0,-0.447787222,0,0,0,164491,152,12.01061114,0.494671441,0.4919214345,,3,,"On the ranch, there are X and Y roaming around the green pastures.","On the ranch, there are cattle and horses roaming around the green pastures.","On the ranch, there are horses and cattle roaming around the green pastures."
politics,religion,0,0,0,0,0,0,-0.1480484434,-1,1,1,162465,151,11.99821787,0.3520696765,0.5378984042,,3,,The strangers wanted to avoid discussing X and Y to avoid starting an argument.,The strangers wanted to avoid discussing politics and religion to avoid starting an argument.,The strangers wanted to avoid discussing religion and politics to avoid starting an argument.
July,June,0,0,0,0,0,-1,-0.1001524063,0,0,0,154093,143,11.9453116,0.001421219653,0.2179033535,,3,,Max was planning to take off X and Y from work so he could travel through Asia.,Max was planning to take off July and June from work so he could travel through Asia.,Max was planning to take off June and July from work so he could travel through Asia.
sailors,soldiers,0,0,1,0,0,0,-1.82489864,0,0,0,149549,139,11.91537938,0.116470187,0.563648041,,3,,"The little boy thought X and Y were cool, so he liked to dress up as them for Halloween.","The little boy thought sailors and soldiers were cool, so he liked to dress up as them for Halloween.","The little boy thought soldiers and sailors were cool, so he liked to dress up as them for Halloween."
English,German,0,0,1,0,0,0,0.4424139986,0,0,0,148633,138,11.90923546,0.567619573,0.6229530087,,3,,The school held classes in both X and Y so the students could be bilingual.,The school held classes in both English and German so the students could be bilingual.,The school held classes in both German and English so the students could be bilingual.
food,shelter,0,0,1,0,0,0,2.348214144,1,1,1,147749,137,11.90327017,0.8765609243,0.7596246037,,3,,The stray dog searched for X and Y while running through the streets.,The stray dog searched for food and shelter while running through the streets.,The stray dog searched for shelter and food while running through the streets.
sights,sounds,0,0,1,0,0,0,-1.933125657,0,0,0,143294,133,11.87265374,0.8994305414,0.560756451,,3,,"While traveling, Kim wanted to experience the X and Y of the city she was visiting.","While traveling, Kim wanted to experience the sights and sounds of the city she was visiting.","While traveling, Kim wanted to experience the sounds and sights of the city she was visiting."
comings,goings,0,-1,0,0,0,1,-0.472771528,0,0,0,141234,131,11.85817337,0.9128609258,0.7154774159,,3,,The school newspaper reported on the X and Y of the student body.,The school newspaper reported on the comings and goings of the student body.,The school newspaper reported on the goings and comings of the student body.
heir,son,0,0,-1,1,0,0,-2.953365075,0,0,0,137375,127,11.83046969,0.003210191083,0.4378504735,,3,,The king's X and Y went missing after the battle.,The king's heir and son went missing after the battle.,The king's son and heir went missing after the battle.
coat,hat,0,-1,1,0,0,0,-0.08424531691,0,0,0,132073,122,11.79111008,0.4387119245,0.529653207,,3,,"Once she stepped through the door, she designated a spot for her X and Y to be safely put away. ","Once she stepped through the door, she designated a spot for her coat and hat to be safely put away. ","Once she stepped through the door, she designated a spot for her hat and coat to be safely put away. "
crime,punishment,0,0,0,0,0,1,0.5604929988,2,2,1,131945,122,11.79014045,0.9885937322,0.8546366341,,3,,The jury needed to consider the X and Y before coming to a final decision.,The jury needed to consider the crime and punishment before coming to a final decision.,The jury needed to consider the punishment and crime before coming to a final decision.
earth,sky,0,1,0,0,0,0,1.093071748,0,0,0,131176,122,11.78429521,0.7843507959,0.6132810227,,3,,Talking about the X and Y was one of Randy's favorite things to do.,Talking about the earth and sky was one of Randy's favorite things to do.,Talking about the sky and earth was one of Randy's favorite things to do.
faith,love,0,0,-1,0,0,0,-1.022993206,0,0,0,130104,121,11.77608941,0.6901786263,0.3699241614,,3,,He wrote songs about X and Y that he hoped to record for his next album.,He wrote songs about faith and love that he hoped to record for his next album.,He wrote songs about love and faith that he hoped to record for his next album.
mother,son,0,0,0,1,0,0,0.3211211341,-1,-1,-1,128987,120,11.7674669,0.9364819711,0.5254036757,,3,,Jack spent more time with his X and Y than any other family member.,Jack spent more time with his mother and son than any other family member.,Jack spent more time with his son and mother than any other family member.
cents,dollars,0,0,-1,-1,0,0,-0.9776924298,1,1,1,127135,118,11.75300479,0.003059739647,0.3593519847,,3,,The boy brought his X and Y to the store to buy an ice cream cone.,The boy brought his cents and dollars to the store to buy an ice cream cone.,The boy brought his dollars and cents to the store to buy an ice cream cone.
turns,twists,0,0,0,0,-1,0,3.028898935,0,0,0,126594,117,11.74874039,0.06704899126,0.5635401895,,3,,The movie had many different X and Y that left the audience on the edge of their seats.,The movie had many different turns and twists that left the audience on the edge of their seats.,The movie had many different twists and turns that left the audience on the edge of their seats.
fire,police,0,-1,0,0,0,0,0.5394551619,-1,-1,-1,126094,117,11.74478294,0.278371691,0.3333719737,,3,,Both the X and Y departments put on a barbeque for the community.,Both the fire and police departments put on a barbeque for the community.,Both the police and fire departments put on a barbeque for the community.
months,years,0,0,0,0,0,1,-1.537043183,0,0,0,125753,117,11.74207494,0.8928614029,0.7563531177,,3,,"After many tiring X and Y, the author finally published their book.","After many tiring months and years, the author finally published their book.","After many tiring years and months, the author finally published their book."
editor,publisher,0,0,0,0,0,1,0.8378143627,0,0,0,125503,116,11.74008494,0.8418683219,0.8006852935,,3,,"In order to finalize all the details, the X and Y wanted to have a meeting with the author of the book.","In order to finalize all the details, the editor and publisher wanted to have a meeting with the author of the book.","In order to finalize all the details, the publisher and editor wanted to have a meeting with the author of the book."
aunts,uncles,0,0,1,-1,0,0,-0.02777234827,1,1,1,114866,106,11.65152151,0.6316229345,0.5988098666,,3,,The family reunion had all the X and Y together in one room.,The family reunion had all the aunts and uncles together in one room.,The family reunion had all the uncles and aunts together in one room.
research,training,0,0,0,0,0,1,0.6697278251,0,0,0,108917,101,11.5983414,0.6437287109,0.7977574526,,3,,The surgeon had to do a lot of X and Y before attempting the risky procedure.,The surgeon had to do a lot of research and training before attempting the risky procedure.,The surgeon had to do a lot of training and research before attempting the risky procedure.
eyes,hair,0,-1,1,0,0,0,0.9695333106,0,0,0,108355,100,11.59316815,0.3496839094,0.5580228037,,3,,"In order to make your X and Y stand out, you should choose an appropriate outfit.","In order to make your eyes and hair stand out, you should choose an appropriate outfit.","In order to make your hair and eyes stand out, you should choose an appropriate outfit."
methods,principles,0,1,-1,0,0,0,0.3922691521,1,1,0,107758,100,11.58764325,0.1575753076,0.4791578607,,3,,She didn't agree with the company's X and Y so she made her opinion known.,She didn't agree with the company's methods and principles so she made her opinion known.,She didn't agree with the company's principles and methods so she made her opinion known.
city,country,0,0,0,0,0,1,0.1484337086,0,0,0,106397,99,11.57493266,0.7849751403,0.78847368,,3,,Her love for her X and Y made her want to get into politics.,Her love for her city and country made her want to get into politics.,Her love for her country and city made her want to get into politics.
bread,cheese,0,0,1,0,0,0,0.6762067162,0,0,0,105642,98,11.5678113,0.8957800875,0.6288951323,,3,,Xavier brought X and Y to the potluck at the beach.,Xavier brought bread and cheese to the potluck at the beach.,Xavier brought cheese and bread to the potluck at the beach.
location,size,0,0,1,0,0,0,-0.8895094192,-1,-1,-1,104236,97,11.55441284,0.3134041982,0.478981206,,3,,The couple told the realtor that X and Y are the most important criteria for picking a house.,The couple told the realtor that location and size are the most important criteria for picking a house.,The couple told the realtor that size and location are the most important criteria for picking a house.
childhood,infancy,0,0,0,0,0,-1,1.409810875,1,2,1,103215,96,11.54456947,0.01835973453,0.2998427888,,3,,The students watched a video on X and Y in their human development class.,The students watched a video on childhood and infancy in their human development class.,The students watched a video on infancy and childhood in their human development class.
morning,night,0,1,0,0,0,1,-0.5514659273,-1,-1,-1,101769,94,11.53046082,0.3945110987,0.7547873264,,3,,Kevin worked both X and Y shifts as an ER nurse.,Kevin worked both morning and night shifts as an ER nurse.,Kevin worked both night and morning shifts as an ER nurse.
council,governor,0,-1,0,-1,0,0,0.4442253641,1,1,0,100783,93,11.52072497,0.01141065457,0.3133407652,,3,,She wanted to meet with both the X and Y to discuss some ideas she had.,She wanted to meet with both the council and governor to discuss some ideas she had.,She wanted to meet with both the governor and council to discuss some ideas she had.
age,day,0,0,0,0,0,-1,-0.8769803041,0,0,0,98957,92,11.50244069,0.004476691896,0.2038744398,,3,,Amanda said that in this X and Y you need to be tech-savy.,Amanda said that in this age and day you need to be tech-savy.,Amanda said that in this day and age you need to be tech-savy.
body,face,0,-1,0,-1,0,0,0.1236324169,-1,-1,-1,97417,90,11.48675601,0.1736247267,0.22612748,,3,,"After visiting many stores, Ann finally found a X and Y sunscreen that worked well for her skin.","After visiting many stores, Ann finally found a body and face sunscreen that worked well for her skin.","After visiting many stores, Ann finally found a face and body sunscreen that worked well for her skin."
hair,skin,0,1,0,0,0,0,0.1815156011,0,0,0,93412,87,11.4447751,0.3866847942,0.5895666252,,3,,The doctor recommended X and Y supplements to some of her patients.,The doctor recommended hair and skin supplements to some of her patients.,The doctor recommended skin and hair supplements to some of her patients.
nitrogen,oxygen,0,0,-1,0,0,0,-0.6494389348,0,0,0,93142,86,11.44188049,0.4186940371,0.379424354,,3,,The atmosphere is composed of X and Y as well as other elements.,The atmosphere is composed of nitrogen and oxygen as well as other elements.,The atmosphere is composed of oxygen and nitrogen as well as other elements.
piano,violin,0,0,1,0,0,0,1.103946853,-1,-1,-1,90587,84,11.41406599,0.2238731827,0.5330189033,,3,,Alex loved to play the X and Y so they took lessons for both instruments.,Alex loved to play the piano and violin so they took lessons for both instruments.,Alex loved to play the violin and piano so they took lessons for both instruments.
ceiling,walls,0,-1,0,0,0,0,-1.30174057,-1,-1,-1,90509,84,11.41320457,0.1970743241,0.2905245023,,3,,The painter finished painting the X and Y of all of the bedrooms.,The painter finished painting the ceiling and walls of all of the bedrooms.,The painter finished painting the walls and ceiling of all of the bedrooms.
color,texture,0,0,1,0,0,0,2.292732992,0,0,0,90359,84,11.4115459,0.7614736772,0.6688429062,,3,,Sarah was known for the X and Y she used in her paintings. ,Sarah was known for the color and texture she used in her paintings. ,Sarah was known for the texture and color she used in her paintings. 
environment,heredity,0,0,-1,0,0,0,2.961395461,0,0,0,89156,83,11.39814292,0.07897393333,0.4750132271,,3,too weird,,,
everybody,everything,0,1,0,0,0,0,-1.442128716,-1,-1,-1,88771,82,11.3938153,0.3626747474,0.4364164445,,3,,Noah loved X and Y in his college town.,Noah loved everybody and everything in his college town.,Noah loved everything and everybody in his college town.
bacon,eggs,0,0,1,0,0,0,-0.7825777485,-1,-1,-1,86914,81,11.3726744,0.6438318338,0.4818786532,,3,,"On the days Lilly doesn't have work, she makes X and Y for breakfast and reads the paper.","On the days Lilly doesn't have work, she makes bacon and eggs for breakfast and reads the paper.","On the days Lilly doesn't have work, she makes eggs and bacon for breakfast and reads the paper."
paper,pen,0,0,-1,0,0,0,1.990505307,-1,-1,-1,86400,80,11.36674295,0.2285416667,0.3436510801,,3,,"Even though most people use computers, I prefer to use X and Y to take my notes in class.","Even though most people use computers, I prefer to use paper and pen to take my notes in class.","Even though most people use computers, I prefer to use pen and paper to take my notes in class."
concrete,steel,0,-1,0,0,0,0,-0.4265669425,-1,-1,-1,83832,78,11.33657008,0.4510330184,0.3104884925,,3,,The company got a new shipment of X and Y for an upcoming project.,The company got a new shipment of concrete and steel for an upcoming project.,The company got a new shipment of steel and concrete for an upcoming project.
color,light,0,-1,0,0,0,0,-0.8985104733,-1,-1,-1,83699,78,11.33498231,0.3201710893,0.29962866,,3,,Rob used a lot of X and Y to make his photographs pop.,Rob used a lot of color and light to make his photographs pop.,Rob used a lot of light and color to make his photographs pop.
friends,relations,0,0,-1,0,0,0,0.2183185186,1,1,1,83205,77,11.32906272,0.6741301604,0.5109601933,,3,,Ciara had many X and Y so she was rarely lonely.,Ciara had many friends and relations so she was rarely lonely.,Ciara had many relations and friends so she was rarely lonely.
boots,shoes,-1,0,0,0,0,0,-0.6237598547,0,0,0,81005,75,11.30226616,0.837170545,0.438793072,,3,,My suitcase was full of X and Y which made it exceed the weight limit.,My suitcase was full of boots and shoes which made it exceed the weight limit.,My suitcase was full of shoes and boots which made it exceed the weight limit.
hearing,sight,0,0,-1,0,0,0,-0.2034073304,-1,-1,-1,79594,74,11.28469399,0.1376611302,0.2920975624,,3,,His grandma lost her X and Y so she needed to live in a nursing home.,His grandma lost her hearing and sight so she needed to live in a nursing home.,His grandma lost her sight and hearing so she needed to live in a nursing home.
expense,time,0,1,0,0,0,0,-3.610925808,0,0,0,78761,73,11.27417323,0.09267276952,0.4876271624,,3,,He said that the X and Y of maintaining the property was too much.,He said that the expense and time of maintaining the property was too much.,He said that the time and expense of maintaining the property was too much.
flowers,plants,-1,0,0,0,0,0,-0.4033908102,-1,-1,-1,78739,73,11.27389386,0.3853871652,0.3398901143,,3,,All of the X and Y in the Arboretum made it a popular spot for walks.,All of the flowers and plants in the Arboretum made it a popular spot for walks.,All of the plants and flowers in the Arboretum made it a popular spot for walks.
beauty,truth,0,-1,0,0,0,0,-0.8120209089,-1,-1,-1,77484,72,11.25782674,0.3256930463,0.3016025649,,3,,I decided that X and Y would be the major themes of the poem I was writing.,I decided that beauty and truth would be the major themes of the poem I was writing.,I decided that truth and beauty would be the major themes of the poem I was writing.
bone,flesh,0,-1,0,0,0,0,0.4759980116,0,0,0,72784,67,11.19525143,0.2187980875,0.4358017944,,3,,"After a hard fall, you could see the X and Y of the basketball player's leg.","After a hard fall, you could see the bone and flesh of the basketball player's leg.","After a hard fall, you could see the flesh and bone of the basketball player's leg."
doubts,fears,0,0,0,0,-1,0,-0.5383724994,0,0,0,71893,67,11.18293418,0.7722865926,0.467124832,,3,,"She wanted to be a pop star, but her X and Y got in the way of her dream.","She wanted to be a pop star, but her doubts and fears got in the way of her dream.","She wanted to be a pop star, but her fears and doubts got in the way of her dream."
fits,starts,0,0,0,0,1,0,-0.6567237707,0,0,0,71456,66,11.17683715,0.9953677788,0.5086348767,,3,too weird,,,
light,sound,0,0,1,0,0,0,0.7509913682,0,0,0,68749,64,11.13821747,0.5895794848,0.6307877679,,3,,The exhibit used X and Y to create an attention-grabbing experience. ,The exhibit used light and sound to create an attention-grabbing experience. ,The exhibit used sound and light to create an attention-grabbing experience. 
beauty,youth,0,-1,0,0,0,-1,-0.05168078527,-1,-1,-1,65503,61,11.08985122,0.1011556723,0.1150170515,,3,,The serum promised X and Y to everyone who used it.,The serum promised beauty and youth to everyone who used it.,The serum promised youth and beauty to everyone who used it.
fiction,poetry,0,0,0,0,0,0,-0.5532994382,1,1,0,65232,60,11.08570543,0.5009351239,0.481395176,,3,,Maddy liked to read X and Y in her spare time.,Maddy liked to read fiction and poetry in her spare time.,Maddy liked to read poetry and fiction in her spare time.
needle,thread,0,0,1,0,0,0,0.0350639831,-1,-1,-1,64176,59,11.06938459,0.9341030915,0.5040597025,,3,,He needed a X and Y to fix the hole in his shirt.,He needed a needle and thread to fix the hole in his shirt.,He needed a thread and needle to fix the hole in his shirt.
back,shoulders,0,-1,0,0,0,0,2.934437588,1,1,1,63372,59,11.0567774,0.6295367039,0.6107089113,,3,,Anthony got his X and Y adjusted by the chiropractor.,Anthony got his back and shoulders adjusted by the chiropractor.,Anthony got his shoulders and back adjusted by the chiropractor.
crime,violence,1,0,0,0,0,0,0.0343585316,2,2,1,63327,59,11.05606706,0.7296098031,0.6514964909,,3,,The frequent X and Y in the neighborhood had people worried.,The frequent crime and violence in the neighborhood had people worried.,The frequent violence and crime in the neighborhood had people worried.
force,violence,1,0,0,0,0,0,1.308564922,2,2,1,63181,59,11.0537589,0.9219227299,0.682208723,,3,,They didn't like how he used X and Y to get his way.,They didn't like how he used force and violence to get his way.,They didn't like how he used violence and force to get his way.
eggs,ham,0,0,0,0,0,0,1.310589937,0,0,0,59981,56,11.00178312,0.1829079208,0.5395565562,,3,,All she wanted to eat was X and Y but she didn't have either item in her refrigerator.,All she wanted to eat was eggs and ham but she didn't have either item in her refrigerator.,All she wanted to eat was ham and eggs but she didn't have either item in her refrigerator.
bone,muscle,0,0,0,0,0,0,0.08295019244,1,1,1,59672,55,10.99661818,0.5633462931,0.6146589847,,3,,The doctor studied the X and Y of the patient's injured leg.,The doctor studied the bone and muscle of the patient's injured leg.,The doctor studied the muscle and bone of the patient's injured leg.
debate,discussion,-1,0,0,0,0,0,-1.20475098,1,1,1,59247,55,10.98947042,0.3081843806,0.5330801899,,3,,"During class, there was X and Y surrounding the controversial current event. ","During class, there was debate and discussion surrounding the controversial current event. ","During class, there was discussion and debate surrounding the controversial current event. "
errors,omissions,0,1,0,0,0,0,2.619758369,0,0,0,58890,55,10.98342658,0.9366445916,0.6517747008,,3,,Rebecca went over the X and Y that occurred in the paper.,Rebecca went over the errors and omissions that occurred in the paper.,Rebecca went over the omissions and errors that occurred in the paper.
brother,mother,0,0,-1,-1,0,0,-0.9394085584,0,0,0,57486,53,10.95929672,0.1291270918,0.2658725394,,3,,Last week my X and Y came to visit me in my new apartment.,Last week my brother and mother came to visit me in my new apartment.,Last week my mother and brother came to visit me in my new apartment.
face,figure,0,1,0,0,0,0,-0.2674312333,1,1,1,57306,53,10.95616061,0.9229749066,0.6802854287,,3,,The model's X and Y was highlighted in the magazine spread.,The model's face and figure was highlighted in the magazine spread.,The model's figure and face was highlighted in the magazine spread.
chairs,table,0,-1,-1,0,0,0,-2.973007989,1,1,1,56411,52,10.94041945,0.1057240609,0.3477928544,,4,,The event planner fixed the X and Y to accommodate all of the wedding guests.,The event planner fixed the chairs and table to accommodate all of the wedding guests.,The event planner fixed the table and chairs to accommodate all of the wedding guests.
ammunition,guns,0,0,-1,0,0,0,-1.248388502,-3,-1,-1,55799,52,10.92951123,0.03962436603,0.2160845311,,4,,The old man kept X and Y locked away in his basement in case of a zombie invasion.,The old man kept ammunition and guns locked away in his basement in case of a zombie invasion.,The old man kept guns and ammunition locked away in his basement in case of a zombie invasion.
Concord,Lexington,0,-1,0,0,0,-1,-0.2117845254,1,2,1,55328,51,10.92103439,0.137163823,0.2058290555,,4,,He used to live in both X and Y when he was a teenager.,He used to live in both Concord and Lexington when he was a teenager.,He used to live in both Lexington and Concord when he was a teenager.
ice,water,0,1,0,0,0,0,-2.073400202,1,1,1,54953,51,10.91423355,0.5168962568,0.6362310817,,4,,The kids went all over town to find X and Y since their air conditioner was broken.,The kids went all over town to find ice and water since their air conditioner was broken.,The kids went all over town to find water and ice since their air conditioner was broken.
fun,games,1,-1,0,0,0,0,-0.09504850471,0,0,0,54491,51,10.90579083,0.9751885632,0.4686502976,,4,,Sally promised that there would be X and Y at her birthday party.,Sally promised that there would be fun and games at her birthday party.,Sally promised that there would be games and fun at her birthday party.
breakfast,dinner,0,0,-1,0,0,1,-0.6444011527,0,0,0,53396,50,10.88549112,0.9091504982,0.6882392649,,4,,Molly decided that X and Y are her favorite meals of the day.,Molly decided that breakfast and dinner are her favorite meals of the day.,Molly decided that dinner and breakfast are her favorite meals of the day.
comfort,ease,0,0,0,0,0,0,0.1341118012,-1,-1,-1,52544,49,10.86940619,0.287911084,0.3987216048,,4,,"Her parents liked the X and Y of flying, so they flew to their friend's wedding.","Her parents liked the comfort and ease of flying, so they flew to their friend's wedding.","Her parents liked the ease and comfort of flying, so they flew to their friend's wedding."
father,uncle,0,0,1,0,0,0,1.973622818,0,0,0,52100,48,10.86092023,0.9085220729,0.6611260768,,4,,She took her X and Y out to dinner to celebrate their birthdays.,She took her father and uncle out to dinner to celebrate their birthdays.,She took her uncle and father out to dinner to celebrate their birthdays.
health,spirits,0,1,0,0,0,0,2.006343205,1,1,1,50385,47,10.82744879,0.9643544706,0.7314330919,,4,,In order to improve their X and Y the couple decided to go for long daily walks. ,In order to improve their health and spirits the couple decided to go for long daily walks. ,In order to improve their spirits and health the couple decided to go for long daily walks. 
